Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн
Вересень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";28,000;13 426,08
Вересень 2024;Djeco;DJ09842;"Djeco Художній комплект вишивка ""Вечірня мода""";1,000;177,84
Вересень 2024;Djeco;DJ09861;"Djeco Набір для творчості ""Всі друзі""";2,000;553,56
Вересень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";23,000;8 744,80
Вересень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";21,000;8 368,20
Вересень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";50,000;25 441,44
Вересень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";29,000;11 407,26
Вересень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";13,000;6 448,51
Вересень 2024;Djeco;DJ09870;"Djeco Набір для творчості паперові фігури ""Сніп сніп""";6,000;1 308,60
Вересень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";20,000;11 373,29
Вересень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";16,000;6 423,48
Вересень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";5,000;2 958,24
Жовтень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";12,000;5 788,02
Жовтень 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";6,000;2 782,20
Жовтень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";11,000;5 187,12
Жовтень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";10,000;4 755,96
Жовтень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";18,000;9 127,14
Жовтень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";29,000;14 326,08
Жовтень 2024;Djeco;DJ00054;"Djeco Набір фігурних наліпок ""Тварини Антарктики""";24,000;4 306,20
Жовтень 2024;Djeco;DJ00056;"Djeco Набір фігурних наліпок ""Тварини на фермі""";30,000;5 360,64
Жовтень 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";16,000;2 753,76
Жовтень 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";20,000;3 476,28
Жовтень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";20,000;6 416,22
Жовтень 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";57,000;29 387,76
Жовтень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";6,000;3 927,84
Жовтень 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";2,000;772,56
Жовтень 2024;Djeco;DJ01666;"Djeco Розвиваюча гра ""Ремінці""";2,000;772,56
Жовтень 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";3,000;1 187,16
Жовтень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";10,000;8 706,05
Жовтень 2024;Djeco;DJ02095;"Djeco Ігровий набір для свята ""Піратська вечірка""";1,000;128,40
Жовтень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";13,000;3 514,74
Жовтень 2024;Djeco;DJ05095;"Djeco Карткова гра ""Мотамо""";12,000;2 538,36
Жовтень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";21,000;5 939,12
Жовтень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";8,000;2 902,50
Жовтень 2024;Djeco;DJ05099;"Djeco Гра ""Найкращі собаки""";2,000;643,92
Жовтень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";9,000;2 435,88
Жовтень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";20,000;5 240,10
Жовтень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";31,000;8 107,95
Жовтень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";8,000;2 201,10
Жовтень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";21,000;5 605,44
Жовтень 2024;Djeco;DJ05125;"Djeco Гра ""Бата пазл""";2,000;400,50
Жовтень 2024;Djeco;DJ05135;"Djeco Гра ""RECTO VERSO""";1,000;128,40
Жовтень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";17,000;4 233,84
Жовтень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";13,000;3 513,18
Жовтень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";13,000;5 541,28
Жовтень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";27,000;11 313,99
Жовтень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";5,000;1 978,74
Жовтень 2024;Djeco;DJ05172;"Djeco Гра ""Атлетика""";5,000;1 320,66
Жовтень 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";1,000;311,88
Жовтень 2024;Djeco;DJ05180;"Djeco Гра ""Лісові пригоди""";8,000;2 357,16
Жовтень 2024;Djeco;DJ05181;"Djeco Гра настільна ""Божевільні качки""";4,000;1 190,08
Жовтень 2024;Djeco;DJ05190;"Djeco Гра ""Сови""";3,000;545,10
Жовтень 2024;Djeco;DJ05193;"Djeco Гра ""Швидкі монстри""";1,000;186,90
Жовтень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";43,000;17 907,73
Жовтень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;11,000;11 158,78
Жовтень 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";4,000;2 097,42
Жовтень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";15,000;8 908,51
Жовтень 2024;Djeco;DJ05640;Djeco Конструктор Zig & Go - 28 дет;9,000;7 736,58
Жовтень 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;10,000;8 014,62
Жовтень 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;4,000;3 108,78
Жовтень 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";8,000;3 632,40
Жовтень 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";4,000;2 809,50
Жовтень 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";18,000;3 346,50
Жовтень 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";8,000;1 905,84
Жовтень 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";13,000;4 130,22
Жовтень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";21,000;7 638,18
Жовтень 2024;Djeco;DJ07906;"Djeco Набір Зроби сам ""Скринька""";9,000;3 102,84
Жовтень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";38,000;18 121,08
Жовтень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";23,000;9 183,36
Жовтень 2024;Djeco;DJ07956;"Djeco Набір для творчості ""Зоряний передзвін""";8,000;2 597,34
Жовтень 2024;Djeco;DJ07970;"Djeco Набір Зроби сам ""Блокнотики""";2,000;643,92
Жовтень 2024;Djeco;DJ08131;"Djeco Гра ""Маленькі друзі"" 3в1";1,000;373,56
Жовтень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";31,000;16 686,78
Жовтень 2024;Djeco;DJ08152;"Djeco Гра ""Знайди емоції""";1,000;115,02
Жовтень 2024;Djeco;DJ08195;"DJECO Настільна гра ""Сенсіко""";24,000;8 693,10
Жовтень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";10,000;4 465,14
Жовтень 2024;Djeco;DJ08310;"Djeco Розвиваюча гра ""Спасіо""";1,000;585,67
Жовтень 2024;Djeco;DJ08312;"Djeco Розвиваюча гра ""Доповнення""";2,000;876,12
Жовтень 2024;Djeco;DJ08358;"Djeco Гра настільна ""Quantitix""";8,000;3 741,36
Жовтень 2024;Djeco;DJ08404;"Djeco Гра настільна ""Кольорові кубики""";4,000;2 316,14
Жовтень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";8,000;5 164,62
Жовтень 2024;Djeco;DJ08442;"Djeco Настільна гра ""Archichato""";1,000;320,70
Жовтень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";26,000;15 165,86
Жовтень 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";43,000;22 450,66
Жовтень 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";27,000;15 975,28
Жовтень 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";20,000;13 050,66
Жовтень 2024;Djeco;DJ08487;"Djeco Гра настільна ""Лабіринт""";1,000;427,86
Жовтень 2024;Djeco;DJ08488;"Djeco Гра настільна ""Божевільне судоку""";2,000;865,56
Жовтень 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";7,000;4 456,68
Жовтень 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";14,000;7 679,64
Жовтень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";34,000;19 762,38
Жовтень 2024;Djeco;DJ08535;"Djeco Гра ""Катуді""";9,000;5 572,14
Жовтень 2024;Djeco;DJ08538;"Djeco Гра ""Мемо Дінго""";8,000;2 870,46
Жовтень 2024;Djeco;DJ08540;"Djeco Настільна гра ""Логічний фініш""";2,000;1 098,78
Жовтень 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";26,000;11 279,06
Жовтень 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";37,000;19 389,31
Жовтень 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";30,000;19 157,46
Жовтень 2024;Djeco;DJ08570;"Djeco Гра ""Логіка підземелля""";4,000;1 856,46
Жовтень 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";11,000;6 026,82
Жовтень 2024;Djeco;DJ08577;"Djeco Настільна гра ""Паніка в джунглях""";3,000;1 420,44
Жовтень 2024;Djeco;DJ08590;"DJECO Настільна гра ""Архілогіка""";3,000;1 618,44
Жовтень 2024;Djeco;DJ08597;"Djeco Гра ""Космічний кіт""";9,000;4 321,02
Жовтень 2024;Djeco;DJ08633;"Djeco Художній комплект малювання кольоровим піском ""Тотемні тварини""";1,000;444,54
Жовтень 2024;Djeco;DJ08661;"Djeco Художній комплект малювання кольоровим піском і блискітками ""Райдужні рибки""";7,000;3 988,98
Жовтень 2024;Djeco;DJ08662;"Djeco Художній комплект малювання кольоровим піском ""Дива лісу""";1,000;450,96
Жовтень 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;44,000;25 102,24
Жовтень 2024;Djeco;DJ08674;"Djeco Художній комплект шиття стрічками ""Фламенко""";1,000;432,72
Жовтень 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";7,000;3 613,98
Жовтень 2024;Djeco;DJ08830;"Djeco Набір наліпок 160 шт ""Принцеса""";39,000;3 569,76
Жовтень 2024;Djeco;DJ08839;"Djeco Набір наліпок 160 шт ""Пірати""";1,000;18,72
Жовтень 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";44,000;4 188,60
Жовтень 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";99,000;10 115,58
Жовтень 2024;Djeco;DJ08844;"Djeco Набір наліпок 160 шт ""Веселий транспорт""";1,000;63,90
Жовтень 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";39,000;3 718,63
Жовтень 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";21,000;2 015,64
Жовтень 2024;Djeco;DJ08886;"Djeco Набір наліпок 160 шт ""Лицарі""";10,000;733,62
Жовтень 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";40,000;20 229,52
Жовтень 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";26,000;5 804,69
Жовтень 2024;Djeco;DJ08932;"Djeco Набір наліпок для аплікації ""Створи тварину""";41,000;9 106,74
Жовтень 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";26,000;5 795,76
Жовтень 2024;Djeco;DJ08952;"Djeco Набір для творчості з наліпками, що переміщуються ""Ярмарок""";5,000;1 031,88
Жовтень 2024;Djeco;DJ08953;"Djeco Набір з переміщуваними наліпками ""Пригоди в морі""";5,000;1 327,08
Жовтень 2024;Djeco;DJ08966;"Djeco Набір для творчості зі штампами ""Тварини та візерунки""";13,000;6 942,12
Жовтень 2024;Djeco;DJ08970;"Djeco Художній комплект ""Рухомі тварини""";1,000;379,98
Жовтень 2024;Djeco;DJ08977;"Djeco Набір для творчості з фігурками ""Лицарі""";1,000;160,62
Жовтень 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";21,000;11 679,78
Жовтень 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";8,000;5 308,56
Жовтень 2024;Djeco;DJ09015;"Djeco Набір для творчості ""Фантазія""";13,000;12 542,76
Жовтень 2024;Djeco;DJ09055;"Djeco Набір для створення колажу ""Обійми""";7,000;1 787,28
Жовтень 2024;Djeco;DJ09056;"Djeco Набір для створення колажу ""Знову і знову""";32,000;10 603,92
Жовтень 2024;Djeco;DJ09057;"Djeco Набір для створення колажу ""Фігурні картинки""";37,000;11 477,88
Жовтень 2024;Djeco;DJ09063;"Djeco Художній комплект для малювання водою ""Що заховано в саду?""";27,000;8 730,66
Жовтень 2024;Djeco;DJ09064;"Djeco Художній комплект для малювання водою ""Що заховано у лісі?""";39,000;12 265,79
Жовтень 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";10,000;3 284,40
Жовтень 2024;Djeco;DJ09066;"Djeco Художній комплект для малювання водою ""У дорозі""";14,000;4 617,11
Жовтень 2024;Djeco;DJ09071;"Djeco Набір для творчості з наліпками, що переміщуються ""Тварини""";14,000;3 641,04
Жовтень 2024;Djeco;DJ09072;"Djeco Набір з переміщуваними наклейками ""Будинок""";8,000;2 151,78
Жовтень 2024;Djeco;DJ09073;"Djeco Набір для творчості з наліпками, що переміщуються ""Автомобілі""";10,000;2 524,56
Жовтень 2024;Djeco;DJ09074;"Djeco Художній комплект для малювання водою ""В морі, в небі, на землі""";28,000;6 683,28
Жовтень 2024;Djeco;DJ09075;"Djeco Художній комплект для малювання водою ""В парку""";25,000;5 843,28
Жовтень 2024;Djeco;DJ09212;"Djeco Набір наліпок для обличчя ""Весняна казка""";3,000;142,26
Жовтень 2024;Djeco;DJ09215;"Djeco Набір наліпок для обличчя ""Леопард""";6,000;298,56
Жовтень 2024;Djeco;DJ09216;"Djeco Набір наліпок для обличчя ""Король""";4,000;196,68
Жовтень 2024;Djeco;DJ09217;"Djeco Набір наліпок для обличчя ""Дракон""";4,000;196,68
Жовтень 2024;Djeco;DJ09218;"Djeco Набір наліпок для обличчя ""Череп""";2,000;94,80
Жовтень 2024;Djeco;DJ09230;"Djeco Грим для обличчя, палітра 6 кольорів ""Природа""";178,000;46 620,30
Жовтень 2024;Djeco;DJ09231;"Djeco Грим для обличчя, палітра 6 кольорів ""Ніжність""";175,000;47 111,94
Жовтень 2024;Djeco;DJ09232;"Djeco Грим для обличчя, палітра 6 кольорів ""Металік""";63,000;18 044,52
Жовтень 2024;Djeco;DJ09260;"Djeco Набір наліпок ""Рай""";1,000;57,42
Жовтень 2024;Djeco;DJ09264;"Djeco Набір наліпок ""Веселка""";2,000;114,84
Жовтень 2024;Djeco;DJ09265;"Djeco Набір наліпок ""Галактика""";2,000;114,84
Жовтень 2024;Djeco;DJ09268;"Djeco Набір наліпок ""Екзотика""";17,000;1 522,62
Жовтень 2024;Djeco;DJ09272;"DJECO Набір наліпок ""Сад""";26,000;2 443,44
Жовтень 2024;Djeco;DJ09292;"DJECO Набір для творчості ""Котик та його друзі""";11,000;9 015,84
Жовтень 2024;Djeco;DJ09293;"Djeco Набір для творчості ""Будиночки для тварин""";35,000;32 694,48
Жовтень 2024;Djeco;DJ09294;"Djeco Набір для творчості ""Підводний світ""";16,000;15 093,12
Жовтень 2024;Djeco;DJ09311;"Djeco Набір для творчості Фабрика мистецтва ""Колесо огляду""";4,000;2 061,84
Жовтень 2024;Djeco;DJ09312;"Djeco Набір для творчості Фабрика мистецтва ""Діадеми""";7,000;2 944,98
Жовтень 2024;Djeco;DJ09314;"Djeco Набір для творчості Фабрика мистецтва ""На глибині""";3,000;876,36
Жовтень 2024;Djeco;DJ09320;"Djeco Набір для творчості ""Брошка Bunny Girl Factory E - text""";2,000;531,48
Жовтень 2024;Djeco;DJ09321;"Djeco Набір для творчості ""Брошка Sweet Unicorn E - texti""";4,000;1 763,88
Жовтень 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";19,000;21 776,22
Жовтень 2024;Djeco;DJ09331;"Djeco Набір для творчості ""Світ динозаврів""";16,000;17 821,04
Жовтень 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";50,000;53 491,86
Жовтень 2024;Djeco;DJ09348;"Djeco Набір для творчості ""Проти світла""";4,000;2 962,56
Жовтень 2024;Djeco;DJ09373;"DJECO Художній комплект для малювання ""Пустеля""";2,000;1 069,50
Жовтень 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";31,000;16 300,68
Жовтень 2024;Djeco;DJ09409;"Djeco Художній комплект малювання блискітками ""Казкова країна"" ";13,000;7 770,96
Жовтень 2024;Djeco;DJ09413;"Djeco Набір для творчості з тасьмою ""Чарівні єдинороги""";1,000;450,96
Жовтень 2024;Djeco;DJ09422;"Djeco Набір для творчості - мозаїка ""Глибоко в джунглях""";8,000;5 269,02
Жовтень 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";38,000;17 314,86
Жовтень 2024;Djeco;DJ09428;"DJECO Набір для творчості ""В країні чудес""";39,000;20 787,00
Жовтень 2024;Djeco;DJ09436;"Djeco Набір для творчості ""Сад""";11,000;4 663,14
Жовтень 2024;Djeco;DJ09437;"Djeco Набір для творчості ""Ніч""";26,000;10 604,16
Жовтень 2024;Djeco;DJ09460;"Djeco Художні патчі металізовані ""Мелодії""";4,000;1 184,16
Жовтень 2024;Djeco;DJ09461;"Djeco Художні патчі металізовані ""Природа""";1,000;244,50
Жовтень 2024;Djeco;DJ09462;"Djeco Художні патчі металізовані ""Космос""";5,000;1 538,88
Жовтень 2024;Djeco;DJ09463;"Djeco Художні патчі металізовані ""Динозаври""";11,000;3 370,56
Жовтень 2024;Djeco;DJ09464;"Djeco Художні патчі з блискітками ""Феї""";1,000;321,96
Жовтень 2024;Djeco;DJ09465;"Djeco Художні патчі з блискітками ""Пелюстки""";3,000;1 000,32
Жовтень 2024;Djeco;DJ09466;"Djeco Художні патчі з блискітками ""Океан""";1,000;256,50
Жовтень 2024;Djeco;DJ09467;"Djeco Художні патчі з вельветом ""Легкість""";2,000;525,36
Жовтень 2024;Djeco;DJ09469;"Djeco Художні патчі з вельветом ""Маленькі тварини""";1,000;285,12
Жовтень 2024;Djeco;DJ09470;"Djeco Художні патчі з блискітками ""Солодощі""";4,000;1 243,08
Жовтень 2024;Djeco;DJ09471;"Djeco Художні патчі з вельветом ""Савана""";1,000;244,50
Жовтень 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;11,000;3 495,30
Жовтень 2024;Djeco;DJ09499;Djeco Набір для створення каблучок;4,000;1 311,24
Жовтень 2024;Djeco;DJ09501;"Djeco Художній комплект малювання блискітками ""Птахи з блискітками""";4,000;1 756,92
Жовтень 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";7,000;3 595,98
Жовтень 2024;Djeco;DJ09507;"Djeco Художній комплект малювання блискітками ""Сяючі русалки""";14,000;7 393,58
Жовтень 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";19,000;9 899,73
Жовтень 2024;Djeco;DJ09514;"Djeco Художній комплект ""Світлячки""";1,000;354,18
Жовтень 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";14,000;8 062,80
Жовтень 2024;Djeco;DJ09524;"Djeco Художній комплект малювання кольоровим піском ""Чарівний карнавал""";15,000;7 939,32
Жовтень 2024;Djeco;DJ09559;"Djeco Комікс ""Сейлор і Гіпсі""";1,000;218,10
Жовтень 2024;Djeco;DJ09575;"Djeco Набір наліпок на тіло ""Єдиноріг""";54,000;7 875,76
Жовтень 2024;Djeco;DJ09579;"Djeco Набір наліпок на тіло ""Забавні маленькі картинки""";14,000;2 117,28
Жовтень 2024;Djeco;DJ09584;"Djeco Набір наліпок на тіло ""Пірати""";46,000;6 817,44
Жовтень 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";66,000;9 595,68
Жовтень 2024;Djeco;DJ09586;"Djeco Набір наліпок на тіло ""Фіона""";25,000;3 790,32
Жовтень 2024;Djeco;DJ09587;"Djeco Набір наліпок на тіло ""Дженіс""";20,000;3 091,56
Жовтень 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";24,000;3 531,30
Жовтень 2024;Djeco;DJ09591;"Djeco Набір наліпок на тіло ""Щаслива весна""";26,000;3 847,16
Жовтень 2024;Djeco;DJ09596;"Djeco Набір наліпок на тіло з райдужним переливом ""Талісмани""";20,000;3 025,79
Жовтень 2024;Djeco;DJ09601;"Djeco Тату для тіла ""Містичні тварини""";1,000;47,88
Жовтень 2024;Djeco;DJ09606;"Djeco Тату для тіла ""Годзила""";-1,000;-36,78
Жовтень 2024;Djeco;DJ09612;"Djeco Набір наліпок на тіло ""Ласощі""";12,000;1 885,08
Жовтень 2024;Djeco;DJ09615;"Djeco Набір наліпок на тіло ""Яскраві пташки""";17,000;2 473,91
Жовтень 2024;Djeco;DJ09623;"Djeco Художній комплект для малювання ""Ліс""";1,000;128,40
Жовтень 2024;Djeco;DJ09624;"Djeco Художній комплект для малювання ""Забавні тварини""";1,000;210,66
Жовтень 2024;Djeco;DJ09626;"Djeco Художній комплект для малювання ""Країна чудес""";1,000;57,24
Жовтень 2024;Djeco;DJ09628;"Djeco Художній комплект для малювання - розмальовка ""Глибоке море""";1,000;102,66
Жовтень 2024;Djeco;DJ09633;"Djeco Художній комплект для малювання - розмальовка ""Маленькі дверцята для Пупі""";1,000;89,70
Жовтень 2024;Djeco;DJ09646;"Djeco Художній комплект для малювання - розмальовка ""Підводний світ""";2,000;50,28
Жовтень 2024;Djeco;DJ09657;"Djeco Художній комплект для малювання - розмальовка ""Лісові друзі""";2,000;179,40
Жовтень 2024;Djeco;DJ09683;"DJECO Набір для розфарбовування ""Ігрові намети Ніни""";22,000;3 224,10
Жовтень 2024;Djeco;DJ09699;"DJECO Набір для розфарбовування ""Маленькі віконця Пупі""";59,000;8 405,64
Жовтень 2024;Djeco;DJ09707;"Djeco Набір для скретчингу ""Вишукані сукні""";10,000;2 005,50
Жовтень 2024;Djeco;DJ09736;"Djeco Набір скретч - наліпок ""Діамант""";4,000;691,32
Жовтень 2024;Djeco;DJ09737;"Djeco Набір скретч - наліпок ""Метал""";8,000;1 409,40
Жовтень 2024;Djeco;DJ09807;"Djeco Набір для творчості з дерев'яними намистинами ""Маленькі тварини""";17,000;6 010,32
Жовтень 2024;Djeco;DJ09808;"Djeco Набір для творчості з дерев'яними намистинами ""Квіти""";14,000;4 871,97
Жовтень 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";11,000;4 049,82
Жовтень 2024;Djeco;DJ09810;"Djeco Набір для творчості з дерев'яними намистинами ""Метелики""";56,000;19 706,46
Жовтень 2024;Djeco;DJ09837;"DJECO Набір для виготовлення обручів ""Скарби мрій""";16,000;9 008,82
Жовтень 2024;Djeco;DJ09838;"Djeco Набір для плетіння браслетів ""Яскраві браслети""";79,000;44 852,56
Жовтень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";51,000;24 875,46
Жовтень 2024;Djeco;DJ09845;"Djeco Художній комплект вишивка ""Тиждень моди""";1,000;160,62
Жовтень 2024;Djeco;DJ09861;"Djeco Набір для творчості ""Всі друзі""";2,000;544,92
Жовтень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";28,000;11 448,26
Жовтень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";46,000;18 684,96
Жовтень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";134,000;68 520,33
Жовтень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";22,000;9 238,20
Жовтень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";32,000;16 408,51
Жовтень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";15,000;8 815,56
Жовтень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";20,000;8 025,06
Жовтень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";4,000;2 582,88
Листопад 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";11,000;4 841,16
Листопад 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";6,000;2 706,66
Листопад 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";13,000;5 840,28
Листопад 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";9,000;4 056,24
Листопад 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";20,000;10 014,30
Листопад 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";43,000;21 455,46
Листопад 2024;Djeco;DJ00030;"Djeco Набір для плетіння браслетів ""Срібний алфавіт""";8,000;3 995,04
Листопад 2024;Djeco;DJ00054;"Djeco Набір фігурних наліпок ""Тварини Антарктики""";10,000;1 708,92
Листопад 2024;Djeco;DJ00056;"Djeco Набір фігурних наліпок ""Тварини на фермі""";21,000;3 650,46
Листопад 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";6,000;1 071,06
Листопад 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";8,000;1 531,14
Листопад 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";18,000;5 747,76
Листопад 2024;Djeco;DJ00075;"Djeco Набір для творчості ""Торти та солодощі""";6,000;3 746,16
Листопад 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";55,000;28 369,38
Листопад 2024;Djeco;DJ00088;"Djeco Набір для творчості ""Спереду, ззаду, спереду""";10,000;2 806,20
Листопад 2024;Djeco;DJ00800;"Djeco Настільна гра ""Джунглі""";18,000;14 050,80
Листопад 2024;Djeco;DJ00806;"Djeco Настільна гра ""ОктоПуш""";12,000;10 492,56
Листопад 2024;Djeco;DJ00813;"Djeco Настільна гра ""Солітер""";24,000;14 984,64
Листопад 2024;Djeco;DJ00815;"Djeco Настільна гра ""Червоний віслюк""";6,000;3 746,16
