Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн
Вересень 2024;Djeco;DJ08541;"Djeco Гра ""TWIST UP""";12,000;3970,08
Вересень 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";100,000;9 084,00
Вересень 2024;Djeco;DJ09579;"Djeco Набір наліпок на тіло ""Забавні маленькі картинки""";150,000;21 339,00
Вересень 2024;Djeco;DJ09654;"Djeco Набір для творчості ""Рухливі феєчки""";10,000;2 451,60
Вересень 2024;Djeco;DJ09680;"Djeco Набір для творчості ""Рухливі динозаври""";10,000;2 451,60
Вересень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";80,000;38 812,80
Листопад 2024;Djeco;DJ08257;"DJECO Гра дитяче лото ""Піко Поко""";12,000;3 764,88
Листопад 2024;Djeco;DJ08329;"Djeco Настільна гра ""Критерії""";12,000;5 479,20
Листопад 2024;Djeco;DJ08348;"Djeco Гра ""Перлікс""";6,000;3 425,04
Листопад 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";100,000;9 084,00
Листопад 2024;Djeco;DJ09579;"Djeco Набір наліпок на тіло ""Забавні маленькі картинки""";100,000;14 226,00
Листопад 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";96,000;46 575,36
Листопад 2024;Djeco;DJ09900;"Djeco Набір для творчості ""Світіння у темряві""";6,000;3425,04
Листопад 2024;Djeco;DJ00030;"Djeco Набір для плетіння браслетів ""Срібний алфавіт""";8,000;3652,80
Листопад 2024;Djeco;DJ00056;"Djeco Набір фігурних наліпок ""Тварини на фермі""";240,000;41 011,20
Листопад 2024;Djeco;DJ05084;"DJECO Карткова гра ""Золотий потяг""";8,000;2509,92
Листопад 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";80;20524,80
Листопад 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";104,000;41539,68
Листопад 2024;Djeco;DJ05997;Djeco Тримач для гральних карт;24,000;3 962,88
Вересень 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";408,000;69 719,04
Вересень 2024;Djeco;DJ05113;"Djeco Гра ""Piratatak""";16,000;4 104,96
Вересень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";80,000;20 524,80
Вересень 2024;Djeco;DJ07917;"Djeco Набір Зроби сам ""У лісі""";6,000;3 082,32
Вересень 2024;Djeco;DJ08586;"DJECO Настільна гра ""Готельна логіка""";6,000;4796,64
Вересень 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;120,000;68 500,80
Вересень 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";72,000;36987,84
Вересень 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";60,000;34 250,40
Вересень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";120,000;47930,40
Листопад 2024;Djeco;DJ08558;"Djeco Настільна гра ""Кролики""";6,000;3596,40
Листопад 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";162,000;83 222,64
Листопад 2024;Djeco;DJ08586;"DJECO Настільна гра ""Готельна логіка""";12,000;9 593,28
Листопад 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;96,000;54 800,64
Листопад 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";96,000;49317,12
Листопад 2024;Djeco;DJ09240;"Djeco Наліпки на нігті ""Boost""";10,000;1594,20
Листопад 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";48,000;27400,32
Листопад 2024;Djeco;DJ09823;"Djeco Набір для творчості з дерев'яними намистинами ""Веселка""";8,000;2 738,40
Листопад 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";96,000;38 344,32
Листопад 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";96,000;46 575,36
Листопад 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";240,000;41 011,20
Листопад 2024;Djeco;DJ05082;"DJECO Карткова гра ""Чарівний матч""";24,000;7 940,16
Травень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";136,000;54 321,12
Травень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";66,000;41449,32
Травень 2024;Djeco;DJ08524;"Djeco Настільна гра ""Магнітний карнавал""";6,000;4 110,84
Травень 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";240,000;123292,80
Травень 2024;Djeco;DJ01614;"DJECO Дерев'яна гра ""Лабіринт Фрогі""";24,000;15072,48
Травень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";24,000;6157,44
Травень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";208,000;53364,48
Травень 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";24,000;9586,08
Травень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";240,000;95860,80
Травень 2024;Djeco;DJ07974;"DJECO Набір для творчості Зроби сам ""Надихаюча природа""";6,000;5825,16
Травень 2024;Djeco;DJ08522;"Djeco Настільна гра ""Доґміно""";12,000;6 850,08
Травень 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";300,000;188 406,00
Травень 2024;Djeco;DJ08585;"DJECO Настільна гра ""Логіка трафіку""";6,000;4 110,84
Травень 2024;Djeco;DJ08596;"Djeco Настільна гра ""Дакі Дакі""";6,000;6510,96
Травень 2024;Djeco;DJ09066;"Djeco Художній комплект для малювання водою ""У дорозі""";80,000;25 099,20
Травень 2024;Djeco;DJ09584;"Djeco Набір наліпок на тіло ""Пірати""";200,000;28 452,00
Травень 2024;Djeco;DJ09587;"Djeco Набір наліпок на тіло ""Дженіс""";200,000;28 452,00
Травень 2024;Djeco;DJ09592;"Djeco Набір наліпок на тіло з світловим ефектом у темряві ""Солодкі сни""";10,000;1 422,60
Травень 2024;Djeco;DJ09596;"Djeco Набір наліпок на тіло з райдужним переливом ""Талісмани""";300,000;42 678,00
Травень 2024;Djeco;DJ09838;"Djeco Набір для плетіння браслетів ""Яскраві браслети""";200,000;114 168,00
Травень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";318,000;127 015,56
Травень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";90,000;41094,00
Травень 2024;Djeco;DJ05126;"Djeco Гра ""M?chanlou""";8,000;2 052,48
Травень 2024;Djeco;DJ05148;"Djeco Гра ""Котакоте""";8,000;2 280,96
Травень 2024;Djeco;DJ05216;"Djeco Гра ""Шахи""";6,000;2 396,52
Травень 2024;Djeco;DJ06516;"Djeco Гра ""OSCAR & CANNELLE""";16,000;11 236,80
Травень 2024;Djeco;DJ08408;"Djeco Гра ""Хоп! Хоп! Хоп!""";12,000;11 993,04
Травень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";48,000;21 916,80
Травень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";120,000;58219,20
Травень 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";12,000;1 913,04
Травень 2024;Djeco;DJ05087;"DJECO Карткова гра ""Симілікс""";16,000;4 104,96
Травень 2024;Djeco;DJ05113;"Djeco Гра ""Piratatak""";16,000;4 104,96
Травень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";80,000;20524,80
Травень 2024;Djeco;DJ08553;"Djeco Настільна гра ""Асоціації Звірята""";18,000;9 246,96
Травень 2024;Djeco;DJ08558;"Djeco Настільна гра ""Кролики""";6,000;3 596,40
Травень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";64,000;16419,84
Травень 2024;Djeco;DJ05106;"Djeco Гра ""Де Додо""";8,000;2052,48
Травень 2024;Djeco;DJ06972;"Djeco Настільна гра ""Маленька вечірка""";24,000;23 300,64
Травень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";96,000;38344,32
Травень 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";144,000;73975,68
Травень 2024;Djeco;DJ08469;"Djeco Настільна гра ""Москіто""";30,000;18840,60
Травень 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";96,000;60289,92
Травень 2024;Djeco;DJ08578;"Djeco Настільна гра ""Пентанімо""";12,000;7 536,24
Травень 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";350,000;31 794,00
Травень 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";100,000;21 660,00
Травень 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";180,000;56473,20
Травень 2024;Djeco;DJ09249;"Djeco Набір наліпок на тіло ""Метелики""";10,000;1422,60
Травень 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;108,000;33 883,92
Травень 2024;Djeco;DJ05141;"Djeco Гра ""Містікет""";8,000;2 052,48
Травень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";120,000;68 500,80
Травень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";84,000;38 354,40
Травень 2024;Djeco;DJ07979;"DJECO Набір для творчості Зроби сам ""Годинник""";12,000;5 821,92
Травень 2024;Djeco;DJ08581;"Djeco Настільна гра ""Кубологіка 9""";12,000;8 221,68
Травень 2024;Djeco;DJ09230;"Djeco Грим для обличчя, палітра 6 кольорів ""Природа""";304,000;77 994,24
Травень 2024;Djeco;DJ09586;"Djeco Набір наліпок на тіло ""Фіона""";100,000;14 226,00
Травень 2024;Djeco;DJ09810;"Djeco Набір для творчості з дерев'яними намистинами ""Метелики""";168,000;57 506,40
Травень 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";100,000;9 084,00
Травень 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";120,000;25 992,00
Травень 2024;Djeco;DJ09231;"Djeco Грим для обличчя, палітра 6 кольорів ""Ніжність""";304,000;77 994,24
Травень 2024;Djeco;DJ09232;"Djeco Грим для обличчя, палітра 6 кольорів ""Металік""";320,000;82 099,20
Травень 2024;Djeco;DJ09248;"Djeco Набір наліпок на тіло ""Полінезія""";10,000;1 422,60
Травень 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";180,000;195 328,80
Травень 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";200,000;28 452,00
Травень 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";160,000;54 768,00
Травень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";240,000;123 292,80
Травень 2024;Djeco;DJ05225;"Djeco Настільна гра ""Шахи""";8,000;4566,72
Травень 2024;Djeco;DJ08142;"Djeco Гра - мозаїка ""Качина компанія""";6,000;4 625,28
Травень 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";120,000;51 357,60
Травень 2024;Djeco;DJ07984;"DJECO Набір для творчості Зроби сам ""Робот-годинник""";12,000;6850,08
Травень 2024;Djeco;DJ08257;"DJECO Гра дитяче лото ""Піко Поко""";18,000;5647,32
Травень 2024;Djeco;DJ08269;"Djeco Набір для творчості ""Крок за кроком Лама&Ко""";12,000;4 656,24
Травень 2024;Djeco;DJ08348;"Djeco Гра ""Перлікс""";6,000;3425,04
Травень 2024;Djeco;DJ08462;"Djeco Настільна гра ""Бла - бла - бла""";12,000;6 850,08
Травень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";104,000;50456,64
Травень 2024;Djeco;DJ00057;"Djeco Набір фігурних наліпок ""Морські тварини""";12,000;1 913,04
Травень 2024;Djeco;DJ05119;"Djeco Гра ""Piou Piou""";80,000;20524,80
Травень 2024;Djeco;DJ05232;"Djeco Настільна гра ""Гуси""";12,000;4 793,04
Травень 2024;Djeco;DJ05509;"DJECO Дерев'яна гра ""Маленька крамничка Мії та Лео""";16,000;10 048,32
Травень 2024;Djeco;DJ08144;"Djeco Розвиваюча гра ""Кіоукой""";6,000;2 053,80
Травень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";204,000;116451,36
Травень 2024;Djeco;DJ09057;"Djeco Набір для створення колажу ""Фігурні картинки""";360,000;112 946,40
Травень 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";48,000;24 658,56
Травень 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";500,000;71 130,00
Січень 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";280,000;20647,20
Січень 2024;Djeco;DJ08930;"Djeco Набір для творчості ""Перлинна мозаїка""";6,000;3 082,32
Січень 2024;Djeco;DJ09045;"Djeco Набір для творчості з наліпками ""Перукарня""";10,000;2 280,00
Січень 2024;Djeco;DJ09230;"Djeco Грим для обличчя, палітра 6 кольорів ""Природа""";264,000;52 652,16
Січень 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";390,000;155 773,80
Січень 2024;Djeco;DJ08661;"Djeco Художній комплект малювання кольоровим піском і блискітками ""Райдужні рибки""";120,000;47 930,40
Січень 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;120,000;53 416,80
Січень 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";96,000;38344,32
Січень 2024;Djeco;DJ08968;"Djeco Набір для творчості ""Тропічний ліс""";6,000;3 768,12
Січень 2024;Djeco;DJ09044;Djeco Набір для творчості з круглими наліпками;10,000;1594,20
Січень 2024;Djeco;DJ09071;"Djeco Набір для творчості з наліпками, що переміщуються ""Тварини""";72,000;14359,68
Січень 2024;Djeco;DJ09073;"Djeco Набір для творчості з наліпками, що переміщуються ""Автомобілі""";36,000;7 179,84
Січень 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";96,000;43 833,60
Січень 2024;Djeco;DJ09549;"DJECO Набір для розфарбовування ""Скаут та друзі""";20,000;3 417,60
Січень 2024;Djeco;DJ09552;"DJECO Набір для розфарбовування ""Боуї та друзі""";10,000;1 708,80
Січень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";330,000;103 534,20
Січень 2024;Djeco;DJ09895;"Djeco Набір для творчості ""Гігантські тварини""";10,000;3 880,20
Січень 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";120,000;41 076,00
Січень 2024;Djeco;DJ08575;"Djeco Гра ""Оскар та Макс""";6,000;2 396,52
Січень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";296,000;59 034,24
Січень 2024;Djeco;DJ08595;"Djeco Настільна гра ""Піратський острів""";12,000;7 536,24
Січень 2024;Djeco;DJ05085;"DJECO Карткова гра ""Рок-гурт""";16,000;4 104,96
Січень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";180,000;71 895,60
Січень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";270,000;130993,20
Січень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";168,000;67 102,56
Січень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";240,000;116438,40
Січень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";96,000;19146,24
Січень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";80,000;22809,60
Січень 2024;Djeco;DJ06972;"Djeco Настільна гра ""Маленька вечірка""";24,000;20557,44
Січень 2024;Djeco;DJ07902;"Djeco Набір шабель з мозаїкою Зроби сам ""Як пірат""";6,000;2225,16
Січень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";84,000;26354,16
Січень 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";342,000;136601,64
Січень 2024;Djeco;DJ08469;"Djeco Настільна гра ""Москіто""";12,000;6164,64
Січень 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";240,000;116438,40
Січень 2024;Djeco;DJ08572;"Djeco Гра настільна ""Пікнік""";6,000;3 425,04
Січень 2024;Djeco;DJ08578;"Djeco Настільна гра ""Пентанімо""";12,000;7 536,24
Січень 2024;Djeco;DJ08591;"DJECO Настільна гра ""Божевільні обличчя""";12,000;4 656,24
Січень 2024;Djeco;DJ08598;"Djeco Гра настільна ""Навколо світу""";6,000;4110,84
Січень 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";100,000;7374,00
Січень 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";120,000;20505,60
Січень 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";30,000;7 696,80
Січень 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;96,000;26 277,12
Січень 2024;Djeco;DJ09548;"DJECO Набір для розфарбовування ""Ніна та друзі""";10,000;1 708,80
Січень 2024;Djeco;DJ01629;"Djeco Розвиваюча гра ""Крококрок""";12,000;6 164,64
Січень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";192,000;54 743,04
Січень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";80,000;15955,20
Січень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";216,000;61 585,92
Січень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;48,000;38 373,12
Січень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";78,000;44 525,52
Січень 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";264,000;105 446,88
Січень 2024;Djeco;DJ09015;"Djeco Набір для творчості ""Фантазія""";144,000;115 119,36
Січень 2024;Djeco;DJ09293;"Djeco Набір для творчості ""Будиночки для тварин""";210,000;143 879,40
Січень 2024;Djeco;DJ09409;"Djeco Художній комплект малювання блискітками ""Казкова країна"" ";144,000;64 100,16
Січень 2024;Djeco;DJ09422;"Djeco Набір для творчості - мозаїка ""Глибоко в джунглях""";72,000;34 931,52
Січень 2024;Djeco;DJ09436;"Djeco Набір для творчості ""Сад""";246,000;91 231,56
Січень 2024;Djeco;DJ09524;"Djeco Художній комплект малювання кольоровим піском ""Чарівний карнавал""";72,000;32875,20
Січень 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";18,000;6675,48
Січень 2024;Djeco;DJ06516;"Djeco Гра ""OSCAR & CANNELLE""";16,000;9 133,44
Січень 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";150,000;77058,00
Січень 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";300,000;256 968,00
Січень 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";114,000;42 278,04
Січень 2024;Djeco;DJ09612;"Djeco Набір наліпок на тіло ""Ласощі""";50,000;5 685,00
Січень 2024;Djeco;DJ05209;"Djeco Гра настільна ""Yam's junior""";12,000;5479,20
Січень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";168,000;55 581,12
Січень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";120,000;65 073,60
Січень 2024;Djeco;DJ08145;"Djeco Розвиваюча гра ""Кіоукой Тварини""";12,000;4 107,60
Січень 2024;Djeco;DJ08427;"Djeco Гра настільна ""Три поросятка""";12,000;11 993,04
Січень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";48,000;27400,32
Січень 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";300,000;150678,00
Січень 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";60,000;41108,40
Січень 2024;Djeco;DJ09072;"Djeco Набір з переміщуваними наклейками ""Будинок""";36,000;9236,16
Січень 2024;Djeco;DJ09075;"Djeco Художній комплект для малювання водою ""В парку""";160,000;36 480,00
Січень 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";120,000;61 646,40
Січень 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";96,000;49 317,12
Січень 2024;Djeco;DJ09599;"Djeco Набір наліпок на тіло ""Казкові друзі""";10,000;1 422,60
Січень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";300,000;171 252,00
Січень 2024;Djeco;DJ00800;"Djeco Настільна гра ""Джунглі""";12,000;8 564,40
Січень 2024;Djeco;DJ05144;"Djeco Гра ""Школа магії""";8,000;1 595,52
Січень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";48,000;23 287,68
Січень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";150,000;51345,00
Січень 2024;Djeco;DJ09807;"Djeco Набір для творчості з дерев'яними намистинами ""Маленькі тварини""";288,000;78831,36
Січень 2024;Djeco;DJ09810;"Djeco Набір для творчості з дерев'яними намистинами ""Метелики""";320,000;87590,40
Січень 2024;Djeco;DJ00031;"Djeco Набір для плетіння браслетів ""Золотий алфавіт""";8,000;3 652,80
Січень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";280,000;79 833,60
Січень 2024;Djeco;DJ00070;"Djeco Набір для творчості ""Пухнасті птахи""";12,000;4 793,04
Січень 2024;Djeco;DJ00801;"Djeco Настільна гра ""Пікто Брік""";12,000;4 107,60
Січень 2024;Djeco;DJ00802;"Djeco Настільна гра ""Піратрікс""";12,000;6 164,64
Січень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";160,000;31 910,40
Січень 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";30,000;7 354,80
Січень 2024;Djeco;DJ08401;"Djeco Настільна гра ""Чоп Чоп""";24,000;17814,24
Січень 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";120,000;8 848,80
Січень 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";150,000;25 632,00
Січень 2024;Djeco;DJ09231;"Djeco Грим для обличчя, палітра 6 кольорів ""Ніжність""";224,000;44 674,56
Січень 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";264,000;226131,84
Січень 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";150,000;17055,00
Січень 2024;Djeco;DJ09808;"Djeco Набір для творчості з дерев'яними намистинами ""Квіти""";288,000;78831,36
Січень 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";80,000;21897,60
Січень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";510,000;203704,20
Січень 2024;Djeco;DJ07963;"Djeco Набір для створення ловця снів ""Фея лотоса""";6,000;1 985,04
Січень 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";330,000;150 678,00
Січень 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";84,000;47950,56
Січень 2024;Djeco;DJ08534;"Djeco Гра ""Pick me up""";6,000;3 425,04
Січень 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";372,000;180479,52
Січень 2024;Djeco;DJ08577;"Djeco Настільна гра ""Паніка в джунглях""";60,000;25678,80
Січень 2024;Djeco;DJ09066;"Djeco Художній комплект для малювання водою ""У дорозі""";60,000;15393,60
Січень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";144,000;28719,36
Січень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";336,000;67011,84
Січень 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";24,000;9586,08
Січень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";108,000;36968,40
Січень 2024;Djeco;DJ09584;"Djeco Набір наліпок на тіло ""Пірати""";180,000;20466,00
Січень 2024;Djeco;DJ09838;"Djeco Набір для плетіння браслетів ""Яскраві браслети""";408,000;197945,28
Січень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";168,000;52 708,32
Січень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";336,000;153417,60
Січень 2024;Djeco;DJ05113;"Djeco Гра ""Piratatak""";16,000;4104,96
Січень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";80,000;20524,80
Січень 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";288,000;147 951,36
Січень 2024;Djeco;DJ05209;"Djeco Гра настільна ""Yam's junior""";12,000;5 479,20
Січень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";120,000;39 700,80
Січень 2024;Djeco;DJ07916;"Djeco Набір Зроби сам ""У зоряному небі""";6,000;3 082,32
Січень 2024;Djeco;DJ07961;"Djeco Ловець снів Зроби сам ""Сова""";6,000;2293,56
Січень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";84,000;45 551,52
Січень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";156,000;89 051,04
Січень 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";60,000;30135,60
Січень 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";30,000;20554,20
Січень 2024;Djeco;DJ09075;"Djeco Художній комплект для малювання водою ""В парку""";108,000;24 624,00
Січень 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";120,000;61 646,40
Січень 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";84,000;43 152,48
Січень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";120,000;47 930,40
Січень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";48,000;27 400,32
Січень 2024;Djeco;DJ00075;"Djeco Набір для творчості ""Торти та солодощі""";6,000;3 425,04
Січень 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";216,000;110 963,52
Січень 2024;Djeco;DJ00824;"Djeco Настільна гра ""Мавпяча піраміда""";18,000;11818,44
Січень 2024;Djeco;DJ05209;"Djeco Гра настільна ""Yam's junior""";12,000;5 479,20
Січень 2024;Djeco;DJ05119;"Djeco Гра ""Piou Piou""";40,000;10262,40
Січень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";120,000;30 787,20
Січень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";300,000;171 252,00
Січень 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";72,000;36 987,84
Січень 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";300,000;42 678,00
Січень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";102,000;51 230,52
Січень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";104,000;50 456,64
Січень 2024;Djeco;DJ00817;"Djeco Настільна гра ""Космічна орбіта""";12,000;10 278,72
Січень 2024;Djeco;DJ05119;"Djeco Гра ""Piou Piou""";40,000;10 262,40
Січень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";80,000;20 524,80
Січень 2024;Djeco;DJ06981;"Djeco Міс Ліліпінк - Набір наліпок ""Лілірубі""";10,000;2 166,00
Січень 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";312,000;142 459,20
