Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн;;
Листопад 2024;Djeco;DJ08152;"Djeco Гра ""Знайди емоції""";1,000;142,85;;
Листопад 2024;Djeco;DJ08179;"Djeco Гра ""Розпорядок дня""";1,000;71,09;;
Листопад 2024;Djeco;DJ08190;"Djeco Розвиваюча гра Бінго ""Одягни мене""";12,000;4 492,80;;
Листопад 2024;Djeco;DJ08195;"DJECO Настільна гра ""Сенсіко""";54,000;20 285,10;;
Листопад 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";25,000;11 779,44;;
Листопад 2024;Djeco;DJ08257;"DJECO Гра дитяче лото ""Піко Поко""";12,000;4 117,68;;
Листопад 2024;Djeco;DJ08261;"Djeco Настільна гра ""Анімологік""";12,000;7 492,32;;
Листопад 2024;Djeco;DJ08265;"Djeco Настільна гра 4 в 1 ""Перші числа""";18,000;8 988,84;;
Листопад 2024;Djeco;DJ08267;"Djeco Настільна гра ""Бодіко""";12,000;5 617,44;;
Листопад 2024;Djeco;DJ08268;"Djeco Настільна гра ""Батоннікс""";18,000;12 363,84;;
Листопад 2024;Djeco;DJ08318;"Djeco Гра ""Числа Бінго""";1,000;135,67;;
Листопад 2024;Djeco;DJ08321;"Djeco Гра ""Малюнок Артур""";2,000;529,81;;
Листопад 2024;Djeco;DJ08329;"Djeco Настільна гра ""Критерії""";12,000;5 992,56;;
Листопад 2024;Djeco;DJ08348;"Djeco Гра ""Перлікс""";6,000;3 746,16;;
Листопад 2024;Djeco;DJ08359;"Djeco Гра настільна ""Animo Colorix""";1,000;135,67;;
Листопад 2024;Djeco;DJ08401;"Djeco Настільна гра ""Чоп Чоп""";12,000;12 217,68;;
Листопад 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";54,000;38 916,72;;
Листопад 2024;Djeco;DJ08423;"Djeco Гра ""Великий пірат""";6,000;6 746,40;;
Листопад 2024;Djeco;DJ08443;"Djeco Гра ""Pixel Tamgram""";1,000;609,46;;
Листопад 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";86,000;56 043,96;;
Листопад 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";128,000;69 402,12;;
Листопад 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";83,000;53 134,92;;
Листопад 2024;Djeco;DJ08469;"Djeco Настільна гра ""Москіто""";18,000;12 363,84;;
Листопад 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";105,000;68 825,16;;
Листопад 2024;Djeco;DJ08478;"Djeco Настільна гра ""Кунаяла""";2,000;716,35;;
Листопад 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";26,000;18 390,72;;
Листопад 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";25,000;14 699,16;;
Листопад 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";164,000;96 875,73;;
Листопад 2024;Djeco;DJ08535;"Djeco Гра ""Катуді""";35,000;21 847,20;;
Листопад 2024;Djeco;DJ08538;"Djeco Гра ""Мемо Дінго""";1,000;429,99;;
Листопад 2024;Djeco;DJ08540;"Djeco Настільна гра ""Логічний фініш""";20,000;10 730,58;;
Листопад 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";54,000;25 001,64;;
Листопад 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";195,000;106 657,80;;
Листопад 2024;Djeco;DJ08553;"Djeco Настільна гра ""Асоціації Звірята""";6,000;3 371,40;;
Листопад 2024;Djeco;DJ08555;"Djeco Настільна гра ""COOPERATION""";12,000;8 242,56;;
Листопад 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";155,000;106 598,88;;
Листопад 2024;Djeco;DJ08558;"Djeco Настільна гра ""Кролики""";6,000;3 933,72;;
Листопад 2024;Djeco;DJ08560;"DJECO Настільна гра ""Маленький везунчик""";6,000;2 621,16;;
Листопад 2024;Djeco;DJ08570;"Djeco Гра ""Логіка підземелля""";1,000;465,88;;
Листопад 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";70,000;41 400,18;;
Листопад 2024;Djeco;DJ08575;"Djeco Гра ""Оскар та Макс""";6,000;2 996,28;;
Листопад 2024;Djeco;DJ08577;"Djeco Настільна гра ""Паніка в джунглях""";17,000;8 141,52;;
Листопад 2024;Djeco;DJ08578;"Djeco Настільна гра ""Пентанімо""";12,000;8 242,56;;
Листопад 2024;Djeco;DJ08579;"DJECO Настільна гра ""Кікепала""";12,000;5 842,80;;
Листопад 2024;Djeco;DJ08581;"Djeco Настільна гра ""Кубологіка 9""";6,000;4 496,40;;
Листопад 2024;Djeco;DJ08585;"DJECO Настільна гра ""Логіка трафіку""";12,000;8 992,80;;
Листопад 2024;Djeco;DJ08586;"DJECO Настільна гра ""Готельна логіка""";12,000;10 492,56;;
Листопад 2024;Djeco;DJ08590;"DJECO Настільна гра ""Архілогіка""";21,000;11 852,40;;
Листопад 2024;Djeco;DJ08595;"Djeco Настільна гра ""Піратський острів""";12,000;9 742,32;;
Листопад 2024;Djeco;DJ08660;"Djeco Художній комплект малювання кольоровим піском ""Прогулянка""";1,000;142,85;;
Листопад 2024;Djeco;DJ08661;"Djeco Художній комплект малювання кольоровим піском і блискітками ""Райдужні рибки""";61,000;36 353,76;;
Листопад 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;42,000;23 792,82;;
Листопад 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";53,000;31 269,48;;
Листопад 2024;Djeco;DJ08830;"Djeco Набір наліпок 160 шт ""Принцеса""";120,000;12 456,03;;
Листопад 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";171,000;17 911,68;;
Листопад 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";112,000;11 733,48;;
Листопад 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";69,000;7 129,08;;
Листопад 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";69,000;7 279,20;;
Листопад 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";56,000;30 440,10;;
Листопад 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";96,000;23 354,35;;
Листопад 2024;Djeco;DJ08932;"Djeco Набір наліпок для аплікації ""Створи тварину""";89,000;20 311,02;;
Листопад 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";51,000;11 673,48;;
Листопад 2024;Djeco;DJ08952;"Djeco Набір для творчості з наліпками, що переміщуються ""Ярмарок""";2,000;472,39;;
Листопад 2024;Djeco;DJ08953;"Djeco Набір з переміщуваними наліпками ""Пригоди в морі""";6,000;1 995,84;;
Листопад 2024;Djeco;DJ08966;"Djeco Набір для творчості зі штампами ""Тварини та візерунки""";23,000;15 250,66;;
Листопад 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";42,000;25 337,58;;
Листопад 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";28,000;22 062,18;;
Листопад 2024;Djeco;DJ09015;"Djeco Набір для творчості ""Фантазія""";95,000;97 257,90;;
Листопад 2024;Djeco;DJ09045;"Djeco Набір для творчості з наліпками ""Перукарня""";10,000;3 118,80;;
Листопад 2024;Djeco;DJ09055;"Djeco Набір для створення колажу ""Обійми""";1,000;322,31;;
Листопад 2024;Djeco;DJ09056;"Djeco Набір для створення колажу ""Знову і знову""";91,000;32 666,46;;
Листопад 2024;Djeco;DJ09057;"Djeco Набір для створення колажу ""Фігурні картинки""";24,000;7 460,34;;
Листопад 2024;Djeco;DJ09063;"Djeco Художній комплект для малювання водою ""Що заховано в саду?""";24,000;8 706,66;;
Листопад 2024;Djeco;DJ09064;"Djeco Художній комплект для малювання водою ""Що заховано у лісі?""";35,000;11 781,18;;
Листопад 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";26,000;9 255,18;;
Листопад 2024;Djeco;DJ09066;"Djeco Художній комплект для малювання водою ""У дорозі""";4,000;1 397,28;;
Листопад 2024;Djeco;DJ09071;"Djeco Набір для творчості з наліпками, що переміщуються ""Тварини""";20,000;5 936,88;;
Листопад 2024;Djeco;DJ09072;"Djeco Набір з переміщуваними наклейками ""Будинок""";33,000;9 678,36;;
Листопад 2024;Djeco;DJ09073;"Djeco Набір для творчості з наліпками, що переміщуються ""Автомобілі""";17,000;4 924,14;;
Листопад 2024;Djeco;DJ09074;"Djeco Художній комплект для малювання водою ""В морі, в небі, на землі""";43,000;10 715,04;;
Листопад 2024;Djeco;DJ09075;"Djeco Художній комплект для малювання водою ""В парку""";29,000;7 210,80;;
Листопад 2024;Djeco;DJ09230;"Djeco Грим для обличчя, палітра 6 кольорів ""Природа""";152,000;41 211,12;;
Листопад 2024;Djeco;DJ09231;"Djeco Грим для обличчя, палітра 6 кольорів ""Ніжність""";162,000;44 219,64;;
Листопад 2024;Djeco;DJ09232;"Djeco Грим для обличчя, палітра 6 кольорів ""Металік""";158,000;41 955,18;;
Листопад 2024;Djeco;DJ09239;"Djeco Наліпки на нігті ""Пір'я""";20,000;3 487,20;;
Листопад 2024;Djeco;DJ09240;"Djeco Наліпки на нігті ""Boost""";10,000;1 743,60;;
Листопад 2024;Djeco;DJ09241;"Djeco Наліпки на нігті ""Маленькі квіти""";10,000;1 743,60;;
Листопад 2024;Djeco;DJ09242;"Djeco Наліпки на нігті ""Милашки""";20,000;3 487,20;;
Листопад 2024;Djeco;DJ09244;"Djeco Наліпки на нігті ""Середземномор'я""";10,000;1 743,60;;
Листопад 2024;Djeco;DJ09268;"Djeco Набір наліпок ""Екзотика""";8,000;734,29;;
Листопад 2024;Djeco;DJ09272;"DJECO Набір наліпок ""Сад""";31,000;3 138,48;;
Листопад 2024;Djeco;DJ09292;"DJECO Набір для творчості ""Котик та його друзі""";45,000;38 804,94;;
Листопад 2024;Djeco;DJ09293;"Djeco Набір для творчості ""Будиночки для тварин""";143,000;136 228,12;;
Листопад 2024;Djeco;DJ09294;"Djeco Набір для творчості ""Підводний світ""";93,000;87 714,96;;
Листопад 2024;Djeco;DJ09312;"Djeco Набір для творчості Фабрика мистецтва ""Діадеми""";1,000;440,58;;
Листопад 2024;Djeco;DJ09320;"Djeco Набір для творчості ""Брошка Bunny Girl Factory E - text""";3,000;1 849,89;;
Листопад 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";122,000;141 422,04;;
Листопад 2024;Djeco;DJ09331;"Djeco Набір для творчості ""Світ динозаврів""";86,000;103 215,60;;
Листопад 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";102,000;121 088,28;;
Листопад 2024;Djeco;DJ09333;"Djeco Набір для творчості ""Мода від Кароліни""";6,000;6 371,28;;
Листопад 2024;Djeco;DJ09342;"Djeco Набір для творчості ""При місячному світлі""";6,000;5 996,16;;
Листопад 2024;Djeco;DJ09348;"Djeco Набір для творчості ""Проти світла""";11,000;8 766,72;;
Листопад 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";34,000;19 080,84;;
Листопад 2024;Djeco;DJ09386;"Djeco Набір для творчості ""Голова в квадраті""";8,000;3 494,88;;
Листопад 2024;Djeco;DJ09408;"Djeco Набір для творчості ""Міфічні істоти""";6,000;4 496,40;;
