model,split,WAPE,MAPE_nz,RMSE,Bias
V7_base,val,0.412,0.5053,4.9362,-0.787
V7_base,test,0.4405,0.5434,5.9367,-1.0849
V7_cal,val,0.412,0.4946,4.9282,-0.7286
V7_cal,test,0.4363,0.5306,5.8939,-1.0202
V7,val,0.3422,0.4413,4.1403,-0.3218
V7,test,0.4254,0.5691,5.3787,-0.5575
V7_stacked,val,0.3898,0.5165,3.8478,0.0473
V7_stacked,test,0.4199,0.5704,4.4657,-0.0198
