Партнер,Артикул,Период,Бренд,forecast_monthly,demand_lead_time,safety_stock,reorder_point,current_stock_orc,recommended_order
МайПлей,W3301h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
МайПлей,W3300h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
МайПлей,T4035h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
МайПлей,T4012h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,305087,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,306912I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
МайПлей,S3009h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,DJ03085,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ08164,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DJ08158,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,DJ08129,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ08121,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ08120,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ07956,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,DJ07901,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Мегамаркет,DJ07254,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ07112,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DJ06970,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ05387,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ05208,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ05117,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,DJ02152,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,315259,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,DJ00059,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ00056,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ00026,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,DJ00025,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,DD04809,2026-02,Djeco,0.1,0.1,0.4,0.5,0.0,1
Мегамаркет,DD04805,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,C241h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,C094h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,C060h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,316638,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,316497,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,315319,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,315280,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
МайПлей,S3018h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
МайПлей,S3008h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Еліпс,C238h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
МайПлей,DJ08830,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ09230,2026-02,Djeco,0.2,0.3,1.1,1.5,0.0,1
МайПлей,DJ09073,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
МайПлей,DJ09072,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
МайПлей,DJ09066,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
МайПлей,DJ09065,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09057,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ09006,2026-02,Djeco,0.0,0.0,1.5,1.5,0.0,1
МайПлей,DJ08966,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
МайПлей,DJ08953,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
МайПлей,DJ08931,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ08897,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ08886,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
МайПлей,DJ08842,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ08797,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
МайПлей,DJ09373,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ08661,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ08590,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ08577,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
МайПлей,DJ08571,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
МайПлей,DJ08542,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ08537,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ08535,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
МайПлей,DJ08477,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
МайПлей,DJ08454,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ08443,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
МайПлей,DJ08196,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
МайПлей,DJ08195,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ08168,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
МайПлей,DJ09348,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
МайПлей,DJ09422,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,S3007h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09807,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,S3006h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
МайПлей,L536h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
МайПлей,DS1090h,2026-02,Cubic Fun,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DS1088h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DS1086h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DS1053h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
МайПлей,DS1052h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09888,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
МайПлей,DJ09869,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
МайПлей,DJ09864,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
МайПлей,DJ09810,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ09809,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09808,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09684,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ09425,2026-02,Djeco,0.0,0.0,1.5,1.5,0.0,1
МайПлей,DJ09683,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
МайПлей,DJ09615,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09612,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
МайПлей,DJ09596,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
МайПлей,DJ09587,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
МайПлей,DJ09584,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
МайПлей,DJ09525,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
МайПлей,DJ09522,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ09509,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
МайПлей,DJ09508,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
МайПлей,DJ09500,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09498,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
МайПлей,DJ09465,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DJ08165,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,DJ08417,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ08451,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Монако,305079,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Монако,316188I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Монако,315300,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Монако,315281,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Монако,315280,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Монако,315206,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Монако,315201,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Монако,315107,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Монако,315092,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Монако,307015,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Монако,306307I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Монако,305194,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Монако,305174,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Монако,305114,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Монако,304893I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Монако,316497,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
Монако,216571,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Монако,216570I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Монако,216320I,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
Монако,216276,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Монако,206688I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Монако,005060I,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Монако,005059I,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
Мегамаркет,W3301h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,T4038h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,T4032h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Мегамаркет,T4031h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,T4018h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,T4008h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Монако,316196,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Монако,316577,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ08463,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Монако,DJ08162,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Монако,DJ08595,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Монако,DJ08577,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ08571,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Монако,DJ08557,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Монако,DJ08535,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ08510,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ08464,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Монако,DJ08463,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Монако,DJ08266,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ08198,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ08196,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Монако,DJ08194,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ08166,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Монако,DJ08158,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Монако,C044h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Монако,DJ07922,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ07112,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ06103,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DJ05098,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Монако,DJ01698,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DD04809,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Монако,DD04805,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Монако,DD04717,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Монако,DD04671,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DD04670,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Монако,DD03767,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Монако,C241h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Монако,C094h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,T4005h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,S3018h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,S3010h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,DJ09066,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ09509,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DJ09508,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,DJ09428,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09425,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,DJ09413,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,DJ09373,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09348,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DJ09321,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09320,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09293,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Мегамаркет,DJ09232,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DJ09211,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09111,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09063,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Мегамаркет,S3009h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Мегамаркет,DJ09056,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ09055,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ09006,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DJ08982,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ08934,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ08931,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ08885,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ08842,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ08841,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ08802,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DJ08800,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ08550,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,DJ08510,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ09575,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DJ09579,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ09584,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ09586,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,P867h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,P866h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Мегамаркет,MC269h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,L532h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Мегамаркет,DS1182h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DS1181h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DS1176h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DS1175h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DS1091h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DS1090h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DS1087h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,DS1083h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DS1080h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DS1053h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DS0984h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DS0978h,2026-02,Cubic Fun,0.4,0.9,0.4,1.3,0.0,1
Мегамаркет,DS0977h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DS0976h,2026-02,Cubic Fun,0.1,0.1,1.3,1.4,0.0,1
Мегамаркет,DJ09867,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ09863,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DJ09839,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Мегамаркет,DJ09838,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Мегамаркет,DJ09809,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Мегамаркет,DJ09808,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Мегамаркет,DJ09615,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Мегамаркет,DJ09612,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Мегамаркет,DJ09587,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
МайПлей,DJ07922,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
МайПлей,DJ07906,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
МайПлей,DJ07901,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Епіцентр,DJ09509,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Епіцентр,DJ09863,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Епіцентр,DJ09808,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Епіцентр,DJ09750,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09721,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09692,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09684,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09615,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Епіцентр,DJ09596,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09591,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Епіцентр,DJ09585,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Епіцентр,DJ09579,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Епіцентр,DJ09525,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Епіцентр,DJ09514,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09508,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Епіцентр,DS0977h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Епіцентр,DJ09505,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09463,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Епіцентр,DJ09462,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ09232,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Епіцентр,DJ09075,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Епіцентр,DJ08952,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Епіцентр,DJ08934,2026-02,Djeco,0.0,0.0,1.5,1.5,0.0,1
Епіцентр,DJ08933,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Shop Bontoy,L523h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Епіцентр,DJ08830,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Епіцентр,DJ08800,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Епіцентр,DJ08765,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ08595,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Епіцентр,DJ09871,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Епіцентр,DS0991h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Клас,DJ05206,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Клас,216185I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Клас,DJ05109,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Клас,C712h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Клас,C241h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Клас,C238h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Клас,C094h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Клас,C080h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Клас,C060h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Клас,C044h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Клас,C03065,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Клас,C02080,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Клас,306912I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Клас,216559I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Клас,216287I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Казка Львів,DJ08931,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
КУБ,S3031h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Казка Львів,C044h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Кадор Кідс,L525h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Кадор Кідс,L523h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Кадор Кідс,316196,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Кадор Кідс,315259,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Кадор Кідс,306307I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Кадор Кідс,306161I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Кадор Кідс,305031,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Кадор Кідс,216289I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Кадор Кідс,206688I,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Кадор Кідс,005362I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Кадор Кідс,005209,2026-02,unknown,0.0,0.0,0.8,0.8,0.0,1
Кадор Кідс,005059I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Епіцентр,DJ08571,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Епіцентр,DJ08557,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,DJ08540,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Еліпс,S3012h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Епіцентр,305116,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Епіцентр,305111,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Епіцентр,305109,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Епіцентр,227018I,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Епіцентр,216265I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Епіцентр,212017I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Епіцентр,205041_I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Епіцентр,205040_I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Еліпс,W3303h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Еліпс,W3301h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Еліпс,W3300h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Еліпс,T4005h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Еліпс,S3018h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Еліпс,S3010h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Епіцентр,DJ08535,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Еліпс,P866h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Еліпс,P865h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Еліпс,MC256h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
