model,split,WAPE,MAPE_nz,RMSE,Bias
V7_base,val,0.3983,0.5212,4.598,-0.5399
V7_base,test,0.4218,0.5659,5.4884,-0.7108
V7_cal,val,0.3989,0.5097,4.5959,-0.5072
V7_cal,test,0.4198,0.5513,5.4707,-0.6744
V7,val,0.3377,0.437,4.0303,-0.4098
V7,test,0.4198,0.5812,5.1526,-0.4405
V7_stacked,val,0.3814,0.5023,3.7798,0.0944
V7_stacked,test,0.4211,0.5737,4.4542,0.0817
