model,split,WAPE,MAPE_nz,RMSE,Bias
V7_base,val,0.5616,0.4559,2.8186,-0.3078
V7_base,test,0.5209,0.4601,3.5765,-0.5927
V7_cal,val,0.5461,0.4863,2.7657,-0.3525
V7_cal,test,0.5059,0.4927,3.512,-0.6308
V7,val,0.5461,0.4863,2.7657,-0.3525
V7,test,0.5059,0.4927,3.512,-0.6308
V7_stacked,val,0.5351,0.4821,2.6141,-0.3564
V7_stacked,test,0.5078,0.5134,3.3315,-0.5508
