model,split,WAPE,MAPE_nz,RMSE,Bias
V7_base,val,0.3945,0.5213,4.1531,-0.3709
V7_base,test,0.405,0.5429,4.8542,-0.4522
V7_cal,val,0.3928,0.5247,4.1464,-0.3867
V7_cal,test,0.403,0.5466,4.8434,-0.4626
V7,val,0.3403,0.4639,3.7912,-0.3071
V7,test,0.4135,0.5822,4.7895,-0.3454
V7_stacked,val,0.3815,0.507,3.775,0.09
V7_stacked,test,0.427,0.5805,4.4785,0.0593
