model,split,WAPE,MAPE_nz,RMSE,Bias
V7_base,val,0.4057,0.5093,4.8262,-0.7121
V7_base,test,0.4414,0.5543,5.8633,-1.0316
V7_cal,val,0.4059,0.4999,4.8197,-0.652
V7_cal,test,0.4383,0.5456,5.8146,-0.9686
V7,val,0.3392,0.441,4.1027,-0.3584
V7,test,0.4264,0.5798,5.3077,-0.5631
V7_stacked,val,0.3808,0.5027,3.7991,0.0481
V7_stacked,test,0.4177,0.568,4.4545,-0.0359
