model,split,WAPE,MAPE_nz,RMSE,Bias
V7_base,val,0.3949,0.515,4.1868,-0.4014
V7_base,test,0.4102,0.5413,5.0015,-0.4576
V7_cal,val,0.3932,0.5181,4.1822,-0.4189
V7_cal,test,0.4083,0.5443,4.9937,-0.4694
V7,val,0.3932,0.5181,4.1822,-0.4189
V7,test,0.4083,0.5443,4.9937,-0.4694
V7_stacked,val,0.4041,0.5367,3.946,0.0592
V7_stacked,test,0.4242,0.5695,4.5554,0.0177
