Партнер,Артикул,Период,forecast_h1,forecast_h3,forecast_h6
AIK LandS,DD04805,2026-02,0.0,0.0,0.0
AIK LandS,DJ09750,2026-02,0.0,0.0,0.0
Shop Bontoy,004627I,2026-02,0.0,0.0,0.0
Shop Bontoy,004896I,2026-02,0.0,0.0,0.0
Shop Bontoy,004909I,2026-02,0.0,0.0,0.0
Shop Bontoy,004914I,2026-02,0.0,0.0,0.0
Shop Bontoy,004915I,2026-02,0.0,0.0,0.0
Shop Bontoy,005058,2026-02,0.0,0.0,0.0
Shop Bontoy,005059I,2026-02,0.0,0.0,0.0
Shop Bontoy,005212m,2026-02,0.0,0.0,0.0
Shop Bontoy,005218I,2026-02,0.0,0.0,0.0
Shop Bontoy,005378I,2026-02,0.0,0.0,0.0
Shop Bontoy,205040_I,2026-02,0.0,0.0,0.0
Shop Bontoy,205041_I,2026-02,0.0,0.0,0.0
Shop Bontoy,205052,2026-02,0.0,0.0,0.0
Shop Bontoy,206105I,2026-02,0.0,0.0,0.0
Shop Bontoy,206301I,2026-02,0.0,0.0,0.0
Shop Bontoy,206892m,2026-02,0.0,0.0,0.0
Shop Bontoy,206893I,2026-02,0.0,0.0,0.0
Shop Bontoy,212017I,2026-02,0.0,0.0,0.0
Shop Bontoy,216216I,2026-02,0.0,0.0,0.0
Shop Bontoy,216265I,2026-02,0.0,0.0,0.0
Shop Bontoy,216271I,2026-02,0.0,0.0,0.0
Shop Bontoy,216273,2026-02,0.0,0.0,0.0
Shop Bontoy,216276,2026-02,0.0,0.0,0.0
Shop Bontoy,216289I,2026-02,0.0,0.0,0.0
Shop Bontoy,216320I,2026-02,0.0,0.0,0.0
Shop Bontoy,216429I,2026-02,0.0,0.0,0.0
Shop Bontoy,216560I,2026-02,0.0,0.0,0.0
Shop Bontoy,216570I,2026-02,0.0,0.0,0.0
Shop Bontoy,227018I,2026-02,0.0,0.0,0.0
Shop Bontoy,302021,2026-02,0.0,0.0,0.0
Shop Bontoy,302032,2026-02,0.0,0.0,0.0
Shop Bontoy,302035,2026-02,0.0,0.0,0.0
Shop Bontoy,302050I,2026-02,0.0,0.0,0.0
Shop Bontoy,305079,2026-02,0.0,0.0,0.0
Shop Bontoy,305087,2026-02,0.0,0.0,0.0
Shop Bontoy,305093m,2026-02,0.0,0.0,0.0
Shop Bontoy,305096m,2026-02,0.0,0.0,0.0
Shop Bontoy,305098m,2026-02,0.0,0.0,0.0
Shop Bontoy,305112,2026-02,0.0,0.0,0.0
Shop Bontoy,305114,2026-02,0.0,0.0,0.0
Shop Bontoy,305174,2026-02,0.0,0.0,0.0
Shop Bontoy,305194,2026-02,0.0,0.0,0.0
Shop Bontoy,305221,2026-02,0.0,0.0,0.0
Shop Bontoy,306161I,2026-02,0.0,0.0,0.0
Shop Bontoy,306832,2026-02,0.0,0.0,0.0
Shop Bontoy,306912I,2026-02,0.0,0.0,0.0
Shop Bontoy,307015,2026-02,0.0,0.0,0.0
Shop Bontoy,308026m,2026-02,0.0,0.0,0.0
Shop Bontoy,308027m,2026-02,0.0,0.0,0.0
Shop Bontoy,308028m,2026-02,0.0,0.0,0.0
Shop Bontoy,308029m,2026-02,0.0,0.0,0.0
Shop Bontoy,308039m,2026-02,0.0,0.0,0.0
Shop Bontoy,313021I,2026-02,0.0,0.0,0.0
Shop Bontoy,313079m,2026-02,0.0,0.0,0.0
Shop Bontoy,315092,2026-02,0.0,0.0,0.0
Shop Bontoy,315093I,2026-02,0.0,0.0,0.0
Shop Bontoy,315133,2026-02,0.0,0.0,0.0
Shop Bontoy,315134,2026-02,0.0,0.0,0.0
Shop Bontoy,315213,2026-02,0.0,0.0,0.0
Shop Bontoy,315213m,2026-02,0.0,0.0,0.0
Shop Bontoy,315280m,2026-02,0.0,0.0,0.0
Shop Bontoy,315281,2026-02,0.0,0.0,0.0
Shop Bontoy,315300,2026-02,0.0,0.0,0.0
Shop Bontoy,315300m,2026-02,0.0,0.0,0.0
Shop Bontoy,315319,2026-02,0.0,0.0,0.0
Shop Bontoy,316051I,2026-02,0.0,0.0,0.0
Shop Bontoy,316188I,2026-02,0.0,0.0,0.0
Shop Bontoy,316245I,2026-02,0.0,0.0,0.0
Shop Bontoy,316245Im,2026-02,0.0,0.0,0.0
Shop Bontoy,316258I,2026-02,0.0,0.0,0.0
Shop Bontoy,316258Im,2026-02,0.0,0.0,0.0
Shop Bontoy,316497,2026-02,0.0,0.0,0.0
Shop Bontoy,316564,2026-02,0.0,0.0,0.0
Shop Bontoy,316577,2026-02,0.0,0.0,0.0
Shop Bontoy,316638,2026-02,0.0,0.0,0.0
Shop Bontoy,316651,2026-02,0.0,0.0,0.0
Shop Bontoy,316715m,2026-02,0.0,0.0,0.0
Shop Bontoy,316732m,2026-02,0.0,0.0,0.0
Shop Bontoy,C094hоm,2026-02,0.0,0.0,0.0
Shop Bontoy,DD03758,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ00010,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ01613,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ03111,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05092,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05096,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05117,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05120,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05123,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05136,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05153,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05161,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05198,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ05926,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ06433,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ06516,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ06972,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ07206,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ07241,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ07246,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ07256,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ07605,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ07668,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08132,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08137,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08356,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08401,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08408,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08427,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08469,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08471,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08503,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08505,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08507,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08528,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08533,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08544,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08545,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08802,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08812,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08830,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08884,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ08930,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09006,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09041,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09061m,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09064,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09065,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09102,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09200,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09201,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09205,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09217,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09230,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09231,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09292,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09311,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09314,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09330,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09423m,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09468,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09496,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09558,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09559,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09628,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09661m,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09699,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09742,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09784,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09807,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09808,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09809,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09810,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09837,2026-02,0.0,0.0,0.0
Shop Bontoy,DJ09842,2026-02,0.0,0.0,0.0
Shop Bontoy,DS0976h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS0978h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS0986h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1011h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1030h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1030hm,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1051h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1054h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1079h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1080hm,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1083hm,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1088h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1090h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1091h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1097h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1098h,2026-02,0.0,0.0,0.0
Shop Bontoy,DS1110hm,2026-02,0.0,0.0,0.0
Shop Bontoy,L523h,2026-02,0.0,0.0,0.0
Shop Bontoy,L530hm,2026-02,0.0,0.0,0.0
Shop Bontoy,L532h,2026-02,0.0,0.0,0.0
Shop Bontoy,L540h,2026-02,0.0,0.0,0.0
Shop Bontoy,MC267h,2026-02,0.0,0.0,0.0
Shop Bontoy,P865h,2026-02,0.0,0.0,0.0
Shop Bontoy,P866h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3003h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3006h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3007h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3008h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3009h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3010h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3012h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3015h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3018h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3026h,2026-02,0.0,0.0,0.0
Shop Bontoy,S3031h,2026-02,0.0,0.0,0.0
Shop Bontoy,T4008h,2026-02,0.0,0.0,0.0
Shop Bontoy,T4012h,2026-02,0.0,0.0,0.0
Shop Bontoy,T4031h,2026-02,0.0,0.0,0.0
Shop Bontoy,T4038h,2026-02,0.0,0.0,0.0
Shop Bontoy,W3301h,2026-02,0.0,0.0,0.0
Shop Bontoy,W3302h,2026-02,0.0,0.0,0.0
Shop Bontoy,W3303h,2026-02,0.0,0.0,0.0
Є Таке,C044h,2026-02,0.0,0.0,0.0
Є Таке,DS1079h,2026-02,0.0,0.0,0.0
Є Таке,S3009h,2026-02,0.0,0.0,0.0
Є Таке,W3301h,2026-02,0.0,0.0,0.0
Єва,004627I,2026-02,0.0,0.0,0.0
Єва,004885I,2026-02,0.0,0.0,0.0
Єва,004896I,2026-02,0.0,0.0,0.0
Єва,004909I,2026-02,0.0,0.0,0.0
Єва,004914I,2026-02,0.0,0.0,0.0
Єва,004915I,2026-02,0.0,0.0,0.0
Єва,005058,2026-02,1.4843281358508034,4.45298440755241,8.90596881510482
Єва,005059I,2026-02,0.0,0.0,0.0
Єва,005060I,2026-02,0.0,0.0,0.0
Єва,005151I,2026-02,0.0,0.0,0.0
Єва,005233I,2026-02,0.0,0.0,0.0
Єва,005362I,2026-02,0.0,0.0,0.0
Єва,005364,2026-02,0.0,0.0,0.0
Єва,005373,2026-02,0.0,0.0,0.0
Єва,005378I,2026-02,0.0,0.0,0.0
Єва,205052,2026-02,0.0,0.0,0.0
Єва,206105I,2026-02,0.0,0.0,0.0
Єва,206301I,2026-02,0.0,0.0,0.0
Єва,206893I,2026-02,0.0,0.0,0.0
Єва,206942I,2026-02,0.0,0.0,0.0
Єва,212011,2026-02,0.0,0.0,0.0
Єва,212017I,2026-02,0.0,0.0,0.0
Єва,212019I,2026-02,0.0,0.0,0.0
Єва,216184I,2026-02,0.0,0.0,0.0
Єва,216185I,2026-02,0.0,0.0,0.0
Єва,216216I,2026-02,0.0,0.0,0.0
Єва,216265I,2026-02,0.0,0.0,0.0
Єва,216267I,2026-02,0.0,0.0,0.0
Єва,216271I,2026-02,0.0,0.0,0.0
Єва,216273,2026-02,0.0,0.0,0.0
Єва,216274I,2026-02,0.0,0.0,0.0
Єва,216276,2026-02,0.0,0.0,0.0
Єва,216279I,2026-02,0.0,0.0,0.0
Єва,216289I,2026-02,0.0,0.0,0.0
Єва,216314I,2026-02,0.0,0.0,0.0
Єва,216320I,2026-02,0.0,0.0,0.0
Єва,216325I,2026-02,0.0,0.0,0.0
Єва,216428I,2026-02,0.0,0.0,0.0
Єва,216429I,2026-02,0.0,0.0,0.0
Єва,216559I,2026-02,0.0,0.0,0.0
Єва,216560I,2026-02,0.0,0.0,0.0
Єва,216570I,2026-02,0.0,0.0,0.0
Єва,216571,2026-02,0.0,0.0,0.0
Єва,216571I,2026-02,0.0,0.0,0.0
Єва,302021,2026-02,0.0,0.0,0.0
Єва,302032,2026-02,0.0,0.0,0.0
Єва,302035,2026-02,0.0,0.0,0.0
Єва,302049I,2026-02,0.0,0.0,0.0
Єва,302050I,2026-02,0.0,0.0,0.0
Єва,304890I,2026-02,0.0,0.0,0.0
Єва,304893I,2026-02,0.0,0.0,0.0
Єва,305048I,2026-02,0.0,0.0,0.0
Єва,305079,2026-02,0.0,0.0,0.0
Єва,305087,2026-02,0.0,0.0,0.0
Єва,305114,2026-02,0.0,0.0,0.0
Єва,305174,2026-02,1.0065347912964848,3.0196043738894547,6.039208747778909
Єва,305192,2026-02,0.0,0.0,0.0
Єва,305194,2026-02,0.0,0.0,0.0
Єва,305195,2026-02,0.0,0.0,0.0
Єва,305211,2026-02,0.0,0.0,0.0
Єва,305225,2026-02,0.0,0.0,0.0
Єва,306161I,2026-02,0.0,0.0,0.0
Єва,306307I,2026-02,0.5874238637688398,1.7622715913065194,3.524543182613039
Єва,306606,2026-02,0.0,0.0,0.0
Єва,306832,2026-02,0.0,0.0,0.0
Єва,306912I,2026-02,0.0,0.0,0.0
Єва,307015,2026-02,0.0,0.0,0.0
Єва,307038,2026-02,0.0,0.0,0.0
Єва,313021I,2026-02,0.0,0.0,0.0
Єва,313037,2026-02,0.0,0.0,0.0
Єва,315093I,2026-02,0.0,0.0,0.0
Єва,315107,2026-02,0.0,0.0,0.0
Єва,315178,2026-02,0.0,0.0,0.0
Єва,315193,2026-02,0.0,0.0,0.0
Єва,315201,2026-02,0.0,0.0,0.0
Єва,315206,2026-02,0.0,0.0,0.0
Єва,315238,2026-02,0.0,0.0,0.0
Єва,315259,2026-02,0.0,0.0,0.0
Єва,315260,2026-02,0.0,0.0,0.0
Єва,315280,2026-02,0.0,0.0,0.0
Єва,315281,2026-02,0.0,0.0,0.0
Єва,315300,2026-02,0.9775899476075136,2.932769842822541,5.865539685645082
Єва,316051I,2026-02,0.0,0.0,0.0
Єва,316188I,2026-02,0.0,0.0,0.0
Єва,316196,2026-02,0.0,0.0,0.0
Єва,316329,2026-02,0.0,0.0,0.0
Єва,316497,2026-02,0.0,0.0,0.0
Єва,316564,2026-02,0.0,0.0,0.0
Єва,316577,2026-02,0.0,0.0,0.0
Єва,316638,2026-02,0.0,0.0,0.0
Єва,316745I,2026-02,0.0,0.0,0.0
Єва,5058,2026-02,0.0,0.0,0.0
Єва,5364,2026-02,0.0,0.0,0.0
Єва,5373,2026-02,0.0,0.0,0.0
Єва,C044h,2026-02,0.0,0.0,0.0
Єва,C060h,2026-02,0.0,0.0,0.0
Єва,C080h,2026-02,0.0,0.0,0.0
Єва,C094h,2026-02,0.0,0.0,0.0
Єва,C238h,2026-02,0.0,0.0,0.0
Єва,C241h,2026-02,0.0,0.0,0.0
Єва,C242h,2026-02,0.0,0.0,0.0
Єва,DJ06103,2026-02,0.0,0.0,0.0
Єва,DJ08120,2026-02,0.0,0.0,0.0
Єва,DJ08156,2026-02,0.0,0.0,0.0
Єва,DJ08157,2026-02,0.0,0.0,0.0
Єва,DJ08158,2026-02,0.0,0.0,0.0
Єва,DJ08162,2026-02,0.0,0.0,0.0
Єва,DJ08164,2026-02,0.0,0.0,0.0
Єва,DJ08166,2026-02,0.0,0.0,0.0
Єва,DJ08168,2026-02,0.0,0.0,0.0
Єва,DJ08186,2026-02,0.0,0.0,0.0
Єва,DJ08505,2026-02,0.0,0.0,0.0
Єва,DJ08510,2026-02,0.0,0.0,0.0
Єва,DJ09063,2026-02,0.0,0.0,0.0
Єва,DJ09064,2026-02,0.0,0.0,0.0
Єва,DJ09065,2026-02,0.0,0.0,0.0
Єва,DJ09066,2026-02,0.0,0.0,0.0
Єва,DJ09074,2026-02,0.0,0.0,0.0
Єва,DJ09075,2026-02,0.0,0.0,0.0
Єва,DJ09108,2026-02,0.0,0.0,0.0
Єва,DJ09116,2026-02,0.0,0.0,0.0
Єва,DS0976h,2026-02,0.0,0.0,0.0
Єва,DS0978h,2026-02,0.0,0.0,0.0
Єва,DS0980h,2026-02,0.0,0.0,0.0
Єва,DS0981h,2026-02,0.0,0.0,0.0
Єва,DS0986h,2026-02,0.7906141593832455,2.3718424781497367,4.743684956299473
Єва,DS0990h,2026-02,0.0,0.0,0.0
Єва,DS0992h,2026-02,0.0,0.0,0.0
Єва,DS1052h,2026-02,0.0,0.0,0.0
Єва,DS1053h,2026-02,0.0,0.0,0.0
Єва,DS1054h,2026-02,0.0,0.0,0.0
Єва,DS1057h,2026-02,0.0,0.0,0.0
Єва,DS1058h,2026-02,0.0,0.0,0.0
Єва,DS1059h,2026-02,0.0,0.0,0.0
Єва,DS1079h,2026-02,0.0,0.0,0.0
Єва,DS1080h,2026-02,0.0,0.0,0.0
Єва,DS1082h,2026-02,0.0,0.0,0.0
Єва,DS1083h,2026-02,0.0,0.0,0.0
Єва,DS1087h,2026-02,0.0,0.0,0.0
Єва,DS1088h,2026-02,0.0,0.0,0.0
Єва,DS1090h,2026-02,0.0,0.0,0.0
Єва,DS1091h,2026-02,0.0,0.0,0.0
Єва,DS1098h,2026-02,0.0,0.0,0.0
Єва,DS1175h,2026-02,0.0,0.0,0.0
Єва,DS1176h,2026-02,0.0,0.0,0.0
Єва,DS1177h,2026-02,0.5874238637688398,1.7622715913065194,3.524543182613039
Єва,DS1180h,2026-02,0.0,0.0,0.0
Єва,DS1181h,2026-02,0.0,0.0,0.0
Єва,DS1182h,2026-02,0.0,0.0,0.0
Єва,L523h,2026-02,0.0,0.0,0.0
Єва,L525h,2026-02,0.0,0.0,0.0
Єва,L532h,2026-02,0.0,0.0,0.0
Єва,L534h,2026-02,0.0,0.0,0.0
Єва,L536h,2026-02,0.0,0.0,0.0
Єва,L537h,2026-02,0.0,0.0,0.0
Єва,L538h,2026-02,0.0,0.0,0.0
Єва,L540h,2026-02,0.0,0.0,0.0
Єва,MC253h,2026-02,0.0,0.0,0.0
Єва,MC254h,2026-02,0.0,0.0,0.0
Єва,MC255h,2026-02,0.0,0.0,0.0
Єва,MC256h,2026-02,0.0,0.0,0.0
Єва,MC267h,2026-02,0.0,0.0,0.0
Єва,MC269h,2026-02,0.0,0.0,0.0
Єва,P865h,2026-02,0.0,0.0,0.0
Єва,P866h,2026-02,0.0,0.0,0.0
Єва,P867h,2026-02,0.0,0.0,0.0
Єва,S3006h,2026-02,0.0,0.0,0.0
Єва,S3007h,2026-02,0.0,0.0,0.0
Єва,S3008h,2026-02,0.0,0.0,0.0
Єва,S3009h,2026-02,0.0,0.0,0.0
Єва,S3010h,2026-02,0.0,0.0,0.0
Єва,S3012h,2026-02,0.0,0.0,0.0
Єва,S3015h,2026-02,0.0,0.0,0.0
Єва,S3018h,2026-02,0.0,0.0,0.0
Єва,S3026h,2026-02,0.0,0.0,0.0
Єва,S3031h,2026-02,0.0,0.0,0.0
Єва,T4005h,2026-02,0.0,0.0,0.0
Єва,T4008h,2026-02,0.0,0.0,0.0
Єва,T4011h,2026-02,0.0,0.0,0.0
Єва,T4012h,2026-02,0.0,0.0,0.0
Єва,T4017h,2026-02,0.0,0.0,0.0
Єва,T4018h,2026-02,0.0,0.0,0.0
Єва,T4019h,2026-02,0.0,0.0,0.0
Єва,T4031h,2026-02,0.5874238637688398,1.7622715913065194,3.524543182613039
Єва,T4032h,2026-02,0.0,0.0,0.0
Єва,T4035h,2026-02,0.0,0.0,0.0
Єва,T4039h,2026-02,0.0,0.0,0.0
Єва,W3300h,2026-02,0.0,0.0,0.0
Єва,W3301h,2026-02,0.0,0.0,0.0
Єва,W3302h,2026-02,0.0,0.0,0.0
Єва,W3303h,2026-02,0.0,0.0,0.0
Єва Тойс,004627I,2026-02,0.0,0.0,0.0
Єва Тойс,004885I,2026-02,0.0,0.0,0.0
Єва Тойс,004896I,2026-02,0.0,0.0,0.0
Єва Тойс,004909I,2026-02,0.0,0.0,0.0
Єва Тойс,004914I,2026-02,0.0,0.0,0.0
Єва Тойс,004915I,2026-02,0.0,0.0,0.0
Єва Тойс,005053I,2026-02,0.0,0.0,0.0
Єва Тойс,005058,2026-02,0.0,0.0,0.0
Єва Тойс,005059I,2026-02,0.0,0.0,0.0
Єва Тойс,005060I,2026-02,0.0,0.0,0.0
Єва Тойс,005151I,2026-02,0.0,0.0,0.0
Єва Тойс,005209,2026-02,0.0,0.0,0.0
Єва Тойс,005232I,2026-02,0.0,0.0,0.0
Єва Тойс,005362I,2026-02,0.0,0.0,0.0
Єва Тойс,005373,2026-02,0.0,0.0,0.0
Єва Тойс,005378I,2026-02,0.0,0.0,0.0
Єва Тойс,205040_I,2026-02,0.0,0.0,0.0
Єва Тойс,205041_I,2026-02,0.0,0.0,0.0
Єва Тойс,205052,2026-02,0.0,0.0,0.0
Єва Тойс,206105I,2026-02,0.0,0.0,0.0
Єва Тойс,206301I,2026-02,0.0,0.0,0.0
Єва Тойс,206688I,2026-02,0.0,0.0,0.0
Єва Тойс,206942I,2026-02,0.0,0.0,0.0
Єва Тойс,212011,2026-02,0.0,0.0,0.0
Єва Тойс,212017I,2026-02,0.0,0.0,0.0
Єва Тойс,212019I,2026-02,0.0,0.0,0.0
Єва Тойс,216184I,2026-02,0.0,0.0,0.0
Єва Тойс,216185I,2026-02,0.0,0.0,0.0
Єва Тойс,216216I,2026-02,0.0,0.0,0.0
Єва Тойс,216246I,2026-02,0.0,0.0,0.0
Єва Тойс,216265I,2026-02,0.0,0.0,0.0
Єва Тойс,216267I,2026-02,0.0,0.0,0.0
Єва Тойс,216271I,2026-02,0.0,0.0,0.0
Єва Тойс,216273,2026-02,0.0,0.0,0.0
Єва Тойс,216274I,2026-02,0.0,0.0,0.0
Єва Тойс,216276,2026-02,0.0,0.0,0.0
Єва Тойс,216278,2026-02,0.0,0.0,0.0
Єва Тойс,216279I,2026-02,0.0,0.0,0.0
Єва Тойс,216287I,2026-02,0.0,0.0,0.0
Єва Тойс,216289I,2026-02,0.0,0.0,0.0
Єва Тойс,216314_I,2026-02,0.0,0.0,0.0
Єва Тойс,216318I,2026-02,0.0,0.0,0.0
Єва Тойс,216320I,2026-02,0.0,0.0,0.0
Єва Тойс,216428I,2026-02,0.0,0.0,0.0
Єва Тойс,216429I,2026-02,0.0,0.0,0.0
Єва Тойс,216478I,2026-02,0.0,0.0,0.0
Єва Тойс,216479I,2026-02,0.0,0.0,0.0
Єва Тойс,216569,2026-02,0.0,0.0,0.0
Єва Тойс,216570I,2026-02,0.0,0.0,0.0
Єва Тойс,216571,2026-02,0.0,0.0,0.0
Єва Тойс,227018I,2026-02,0.0,0.0,0.0
Єва Тойс,302032,2026-02,0.0,0.0,0.0
Єва Тойс,302035,2026-02,0.0,0.0,0.0
Єва Тойс,304889I,2026-02,0.0,0.0,0.0
Єва Тойс,304890I,2026-02,0.0,0.0,0.0
Єва Тойс,304893I,2026-02,0.0,0.0,0.0
Єва Тойс,305031,2026-02,0.0,0.0,0.0
Єва Тойс,305048I,2026-02,0.0,0.0,0.0
Єва Тойс,305076I,2026-02,0.0,0.0,0.0
Єва Тойс,305087,2026-02,0.0,0.0,0.0
Єва Тойс,305111,2026-02,0.0,0.0,0.0
Єва Тойс,305112,2026-02,0.0,0.0,0.0
Єва Тойс,305113,2026-02,0.0,0.0,0.0
Єва Тойс,305114,2026-02,0.0,0.0,0.0
Єва Тойс,305115,2026-02,0.0,0.0,0.0
Єва Тойс,305116,2026-02,0.0,0.0,0.0
Єва Тойс,306161I,2026-02,0.0,0.0,0.0
Єва Тойс,306307I,2026-02,0.0,0.0,0.0
Єва Тойс,306588I,2026-02,0.0,0.0,0.0
Єва Тойс,306606,2026-02,0.0,0.0,0.0
Єва Тойс,306832,2026-02,0.0,0.0,0.0
Єва Тойс,306912I,2026-02,0.0,0.0,0.0
Єва Тойс,307015,2026-02,0.0,0.0,0.0
Єва Тойс,307038,2026-02,0.0,0.0,0.0
Єва Тойс,315023,2026-02,0.0,0.0,0.0
Єва Тойс,315068,2026-02,0.0,0.0,0.0
Єва Тойс,315069I,2026-02,0.0,0.0,0.0
Єва Тойс,315072I,2026-02,0.0,0.0,0.0
Єва Тойс,315092,2026-02,0.0,0.0,0.0
Єва Тойс,315093I,2026-02,0.0,0.0,0.0
Єва Тойс,315107,2026-02,0.0,0.0,0.0
Єва Тойс,315127,2026-02,0.0,0.0,0.0
Єва Тойс,315132,2026-02,0.0,0.0,0.0
Єва Тойс,315133,2026-02,0.0,0.0,0.0
Єва Тойс,315134,2026-02,0.0,0.0,0.0
Єва Тойс,315178,2026-02,0.0,0.0,0.0
Єва Тойс,315193,2026-02,0.0,0.0,0.0
Єва Тойс,315213,2026-02,0.0,0.0,0.0
Єва Тойс,315214,2026-02,0.0,0.0,0.0
Єва Тойс,315259,2026-02,0.0,0.0,0.0
Єва Тойс,315260,2026-02,0.0,0.0,0.0
Єва Тойс,315300,2026-02,0.0,0.0,0.0
Єва Тойс,315319,2026-02,0.0,0.0,0.0
Єва Тойс,316051I,2026-02,0.0,0.0,0.0
Єва Тойс,316188I,2026-02,0.0,0.0,0.0
Єва Тойс,316329,2026-02,0.0,0.0,0.0
Єва Тойс,316497,2026-02,0.0,0.0,0.0
