weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,OOF_recency,OOF_bias_recency_pct
"[0.7, 0.05, 0.2, 0.0, 0.05]",0.7,0.05,0.2,0.0,0.05,0.41779999999999995,-2.62
"[0.675, 0.05, 0.2, 0.0, 0.075]",0.675,0.05,0.2,0.0,0.075,0.41833,-2.7388
"[0.6499999999999999, 0.05, 0.2, 0.0, 0.1]",0.6499999999999999,0.05,0.2,0.0,0.1,0.41884,-2.8571
"[0.625, 0.05, 0.2, 0.0, 0.125]",0.625,0.05,0.2,0.0,0.125,0.41942,-2.9759
"[0.6, 0.05, 0.2, 0.0, 0.15]",0.6,0.05,0.2,0.0,0.15,0.42003,-3.0949
"[0.725, 0.05, 0.2, 0.025, 0.0]",0.725,0.05,0.2,0.025,0.0,0.41926,-2.6676
"[0.7, 0.05, 0.2, 0.025, 0.025]",0.7,0.05,0.2,0.025,0.025,0.41976,-2.7864
"[0.675, 0.05, 0.2, 0.025, 0.05]",0.675,0.05,0.2,0.025,0.05,0.42027000000000003,-2.9052
"[0.6499999999999999, 0.05, 0.2, 0.025, 0.075]",0.6499999999999999,0.05,0.2,0.025,0.075,0.42081999999999997,-3.024
"[0.625, 0.05, 0.2, 0.025, 0.1]",0.625,0.05,0.2,0.025,0.1,0.4214,-3.1428000000000003
"[0.6, 0.05, 0.2, 0.025, 0.125]",0.6,0.05,0.2,0.025,0.125,0.42195,-3.2618
"[0.7, 0.05, 0.2, 0.05, 0.0]",0.7,0.05,0.2,0.05,0.0,0.42235,-2.9528
"[0.675, 0.05, 0.2, 0.05, 0.025]",0.675,0.05,0.2,0.05,0.025,0.42285,-3.0715999999999997
"[0.6499999999999999, 0.05, 0.2, 0.05, 0.05]",0.6499999999999999,0.05,0.2,0.05,0.05,0.42351,-3.1904000000000003
"[0.625, 0.05, 0.2, 0.05, 0.075]",0.625,0.05,0.2,0.05,0.075,0.42415,-3.3089000000000004
"[0.6, 0.05, 0.2, 0.05, 0.1]",0.6,0.05,0.2,0.05,0.1,0.42489,-3.4279
"[0.675, 0.05, 0.2, 0.075, 0.0]",0.675,0.05,0.2,0.075,0.0,0.42635999999999996,-3.2377000000000002
"[0.6499999999999999, 0.05, 0.2, 0.075, 0.025]",0.6499999999999999,0.05,0.2,0.075,0.025,0.42705,-3.3565000000000005
"[0.625, 0.05, 0.2, 0.075, 0.05]",0.625,0.05,0.2,0.075,0.05,0.42771000000000003,-3.4753
"[0.6, 0.05, 0.2, 0.075, 0.075]",0.6,0.05,0.2,0.075,0.075,0.42845,-3.5943
"[0.6499999999999999, 0.05, 0.2, 0.1, 0.0]",0.6499999999999999,0.05,0.2,0.1,0.0,0.43112,-3.5229
"[0.625, 0.05, 0.2, 0.1, 0.025]",0.625,0.05,0.2,0.1,0.025,0.43181,-3.6417
"[0.6, 0.05, 0.2, 0.1, 0.05]",0.6,0.05,0.2,0.1,0.05,0.43252,-3.7607
"[0.625, 0.05, 0.2, 0.125, 0.0]",0.625,0.05,0.2,0.125,0.0,0.43628,-3.8080999999999996
"[0.6, 0.05, 0.2, 0.125, 0.025]",0.6,0.05,0.2,0.125,0.025,0.43699,-3.9271
"[0.6, 0.05, 0.2, 0.15, 0.0]",0.6,0.05,0.2,0.15,0.0,0.44184999999999997,-4.093
"[0.925, 0.075, 0.0, 0.0, 0.0]",0.925,0.075,0.0,0.0,0.0,0.41034,-1.2107999999999999
"[0.9, 0.075, 0.0, 0.0, 0.025]",0.9,0.075,0.0,0.0,0.025,0.41074999999999995,-1.3295
"[0.875, 0.075, 0.0, 0.0, 0.05]",0.875,0.075,0.0,0.0,0.05,0.41118,-1.4483
"[0.85, 0.075, 0.0, 0.0, 0.075]",0.85,0.075,0.0,0.0,0.075,0.41162,-1.5671
"[0.825, 0.075, 0.0, 0.0, 0.1]",0.825,0.075,0.0,0.0,0.1,0.4121,-1.6859
"[0.8, 0.075, 0.0, 0.0, 0.125]",0.8,0.075,0.0,0.0,0.125,0.41258,-1.8047
"[0.775, 0.075, 0.0, 0.0, 0.15]",0.775,0.075,0.0,0.0,0.15,0.41313999999999995,-1.9235
"[0.725, 0.075, 0.0, 0.0, 0.2]",0.725,0.075,0.0,0.0,0.2,0.41423,-2.1613
"[0.9, 0.075, 0.0, 0.025, 0.0]",0.9,0.075,0.0,0.025,0.0,0.41269999999999996,-1.4964
"[0.875, 0.075, 0.0, 0.025, 0.025]",0.875,0.075,0.0,0.025,0.025,0.4131,-1.6152
"[0.85, 0.075, 0.0, 0.025, 0.05]",0.85,0.075,0.0,0.025,0.05,0.41356,-1.7335
"[0.825, 0.075, 0.0, 0.025, 0.075]",0.825,0.075,0.0,0.025,0.075,0.41403999999999996,-1.8523000000000003
"[0.8, 0.075, 0.0, 0.025, 0.1]",0.8,0.075,0.0,0.025,0.1,0.41452,-1.9711000000000003
"[0.775, 0.075, 0.0, 0.025, 0.125]",0.775,0.075,0.0,0.025,0.125,0.41505000000000003,-2.0899
"[0.75, 0.075, 0.0, 0.025, 0.15]",0.75,0.075,0.0,0.025,0.15,0.41557999999999995,-2.2087
"[0.7, 0.075, 0.0, 0.025, 0.2]",0.7,0.075,0.0,0.025,0.2,0.41671,-2.4462
"[0.875, 0.075, 0.0, 0.05, 0.0]",0.875,0.075,0.0,0.05,0.0,0.41553,-1.7815999999999999
"[0.85, 0.075, 0.0, 0.05, 0.025]",0.85,0.075,0.0,0.05,0.025,0.41598,-1.9003999999999999
"[0.825, 0.075, 0.0, 0.05, 0.05]",0.825,0.075,0.0,0.05,0.05,0.41641,-2.0192
"[0.8, 0.075, 0.0, 0.05, 0.075]",0.8,0.075,0.0,0.05,0.075,0.41696,-2.138
"[0.775, 0.075, 0.0, 0.05, 0.1]",0.775,0.075,0.0,0.05,0.1,0.41745999999999994,-2.256
"[0.75, 0.075, 0.0, 0.05, 0.125]",0.75,0.075,0.0,0.05,0.125,0.41801,-2.3748
"[0.725, 0.075, 0.0, 0.05, 0.15]",0.725,0.075,0.0,0.05,0.15,0.41861,-2.4938000000000002
"[0.675, 0.075, 0.0, 0.05, 0.2]",0.675,0.075,0.0,0.05,0.2,0.41978000000000004,-2.7314000000000003
"[0.85, 0.075, 0.0, 0.075, 0.0]",0.85,0.075,0.0,0.075,0.0,0.41893,-2.0668
"[0.825, 0.075, 0.0, 0.075, 0.025]",0.825,0.075,0.0,0.075,0.025,0.4194,-2.1853
"[0.8, 0.075, 0.0, 0.075, 0.05]",0.8,0.075,0.0,0.075,0.05,0.41995,-2.3041
"[0.775, 0.075, 0.0, 0.075, 0.075]",0.775,0.075,0.0,0.075,0.075,0.4205,-2.4229000000000003
"[0.75, 0.075, 0.0, 0.075, 0.1]",0.75,0.075,0.0,0.075,0.1,0.42103999999999997,-2.5417
"[0.725, 0.075, 0.0, 0.075, 0.125]",0.725,0.075,0.0,0.075,0.125,0.42166000000000003,-2.6607
"[0.7, 0.075, 0.0, 0.075, 0.15]",0.7,0.075,0.0,0.075,0.15,0.42226,-2.779
"[0.65, 0.075, 0.0, 0.075, 0.2]",0.65,0.075,0.0,0.075,0.2,0.42364,-3.0166
"[0.825, 0.075, 0.0, 0.1, 0.0]",0.825,0.075,0.0,0.1,0.0,0.42296999999999996,-2.3517
"[0.8, 0.075, 0.0, 0.1, 0.025]",0.8,0.075,0.0,0.1,0.025,0.42349,-2.4705
"[0.775, 0.075, 0.0, 0.1, 0.05]",0.775,0.075,0.0,0.1,0.05,0.42406,-2.5892999999999997
"[0.75, 0.075, 0.0, 0.1, 0.075]",0.75,0.075,0.0,0.1,0.075,0.42466000000000004,-2.7081
"[0.725, 0.075, 0.0, 0.1, 0.1]",0.725,0.075,0.0,0.1,0.1,0.42537,-2.8271
"[0.7, 0.075, 0.0, 0.1, 0.125]",0.7,0.075,0.0,0.1,0.125,0.42608999999999997,-2.9459
"[0.675, 0.075, 0.0, 0.1, 0.15]",0.675,0.075,0.0,0.1,0.15,0.42684999999999995,-3.0647
"[0.625, 0.075, 0.0, 0.1, 0.2]",0.625,0.075,0.0,0.1,0.2,0.42842,-3.3015
"[0.8, 0.075, 0.0, 0.125, 0.0]",0.8,0.075,0.0,0.125,0.0,0.42769,-2.6369
"[0.775, 0.075, 0.0, 0.125, 0.025]",0.775,0.075,0.0,0.125,0.025,0.42838,-2.7557
"[0.75, 0.075, 0.0, 0.125, 0.05]",0.75,0.075,0.0,0.125,0.05,0.42904,-2.8745
"[0.725, 0.075, 0.0, 0.125, 0.075]",0.725,0.075,0.0,0.125,0.075,0.42974999999999997,-2.9935
"[0.7, 0.075, 0.0, 0.125, 0.1]",0.7,0.075,0.0,0.125,0.1,0.43048,-3.112
"[0.675, 0.075, 0.0, 0.125, 0.125]",0.675,0.075,0.0,0.125,0.125,0.43122000000000005,-3.2308000000000003
"[0.65, 0.075, 0.0, 0.125, 0.15]",0.65,0.075,0.0,0.125,0.15,0.432,-3.3496
"[0.6, 0.075, 0.0, 0.125, 0.2]",0.6,0.075,0.0,0.125,0.2,0.43359,-3.5872
"[0.775, 0.075, 0.0, 0.15, 0.0]",0.775,0.075,0.0,0.15,0.0,0.43317,-2.9221000000000004
"[0.75, 0.075, 0.0, 0.15, 0.025]",0.75,0.075,0.0,0.15,0.025,0.43385,-3.0406
"[0.725, 0.075, 0.0, 0.15, 0.05]",0.725,0.075,0.0,0.15,0.05,0.43457999999999997,-3.1595999999999997
"[0.7, 0.075, 0.0, 0.15, 0.075]",0.7,0.075,0.0,0.15,0.075,0.43529,-3.2784
"[0.675, 0.075, 0.0, 0.15, 0.1]",0.675,0.075,0.0,0.15,0.1,0.43605000000000005,-3.3971999999999998
"[0.65, 0.075, 0.0, 0.15, 0.125]",0.65,0.075,0.0,0.15,0.125,0.43683,-3.516
"[0.625, 0.075, 0.0, 0.15, 0.15]",0.625,0.075,0.0,0.15,0.15,0.43761,-3.6348000000000003
"[0.725, 0.075, 0.0, 0.2, 0.0]",0.725,0.075,0.0,0.2,0.0,0.44538999999999995,-3.4924
"[0.7, 0.075, 0.0, 0.2, 0.025]",0.7,0.075,0.0,0.2,0.025,0.44612,-3.6112
"[0.675, 0.075, 0.0, 0.2, 0.05]",0.675,0.075,0.0,0.2,0.05,0.44694999999999996,-3.73
"[0.65, 0.075, 0.0, 0.2, 0.075]",0.65,0.075,0.0,0.2,0.075,0.4477,-3.8488
"[0.625, 0.075, 0.0, 0.2, 0.1]",0.625,0.075,0.0,0.2,0.1,0.44853,-3.9673000000000003
"[0.6, 0.075, 0.0, 0.2, 0.125]",0.6,0.075,0.0,0.2,0.125,0.44938,-4.0861
"[0.9, 0.075, 0.025, 0.0, 0.0]",0.9,0.075,0.025,0.0,0.0,0.41115999999999997,-1.3736
"[0.875, 0.075, 0.025, 0.0, 0.025]",0.875,0.075,0.025,0.0,0.025,0.41157,-1.4921000000000002
"[0.85, 0.075, 0.025, 0.0, 0.05]",0.85,0.075,0.025,0.0,0.05,0.41203,-1.6109
"[0.825, 0.075, 0.025, 0.0, 0.075]",0.825,0.075,0.025,0.0,0.075,0.41246,-1.7297
"[0.8, 0.075, 0.025, 0.0, 0.1]",0.8,0.075,0.025,0.0,0.1,0.41291999999999995,-1.848
"[0.775, 0.075, 0.025, 0.0, 0.125]",0.775,0.075,0.025,0.0,0.125,0.41347999999999996,-1.9668
"[0.75, 0.075, 0.025, 0.0, 0.15]",0.75,0.075,0.025,0.0,0.15,0.41401,-2.0856
"[0.7, 0.075, 0.025, 0.0, 0.2]",0.7,0.075,0.025,0.0,0.2,0.41515,-2.3234000000000004
"[0.875, 0.075, 0.025, 0.025, 0.0]",0.875,0.075,0.025,0.025,0.0,0.41352,-1.6585
"[0.85, 0.075, 0.025, 0.025, 0.025]",0.85,0.075,0.025,0.025,0.025,0.41395000000000004,-1.7773
"[0.825, 0.075, 0.025, 0.025, 0.05]",0.825,0.075,0.025,0.025,0.05,0.4144,-1.8961000000000001
"[0.8, 0.075, 0.025, 0.025, 0.075]",0.8,0.075,0.025,0.025,0.075,0.41488,-2.0149
"[0.775, 0.075, 0.025, 0.025, 0.1]",0.775,0.075,0.025,0.025,0.1,0.41539000000000004,-2.1337
"[0.75, 0.075, 0.025, 0.025, 0.125]",0.75,0.075,0.025,0.025,0.125,0.41589,-2.2525
"[0.725, 0.075, 0.025, 0.025, 0.15]",0.725,0.075,0.025,0.025,0.15,0.41642,-2.371
"[0.675, 0.075, 0.025, 0.025, 0.2]",0.675,0.075,0.025,0.025,0.2,0.4176,-2.6083
"[0.85, 0.075, 0.025, 0.05, 0.0]",0.85,0.075,0.025,0.05,0.0,0.41637,-1.9436999999999998
"[0.825, 0.075, 0.025, 0.05, 0.025]",0.825,0.075,0.025,0.05,0.025,0.41681999999999997,-2.0625
"[0.8, 0.075, 0.025, 0.05, 0.05]",0.8,0.075,0.025,0.05,0.05,0.41735,-2.1813000000000002
"[0.775, 0.075, 0.025, 0.05, 0.075]",0.775,0.075,0.025,0.05,0.075,0.41785,-2.3001
"[0.75, 0.075, 0.025, 0.05, 0.1]",0.75,0.075,0.025,0.05,0.1,0.41835,-2.4186
"[0.725, 0.075, 0.025, 0.05, 0.125]",0.725,0.075,0.025,0.05,0.125,0.41895000000000004,-2.5376
"[0.7, 0.075, 0.025, 0.05, 0.15]",0.7,0.075,0.025,0.05,0.15,0.4195,-2.6564
"[0.6499999999999999, 0.075, 0.025, 0.05, 0.2]",0.6499999999999999,0.075,0.025,0.05,0.2,0.42072,-2.8934999999999995
"[0.825, 0.075, 0.025, 0.075, 0.0]",0.825,0.075,0.025,0.075,0.0,0.41981999999999997,-2.2289000000000003
"[0.8, 0.075, 0.025, 0.075, 0.025]",0.8,0.075,0.025,0.075,0.025,0.42034,-2.3474
"[0.775, 0.075, 0.025, 0.075, 0.05]",0.775,0.075,0.025,0.075,0.05,0.42089,-2.4662
"[0.75, 0.075, 0.025, 0.075, 0.075]",0.75,0.075,0.025,0.075,0.075,0.42146,-2.585
"[0.725, 0.075, 0.025, 0.075, 0.1]",0.725,0.075,0.025,0.075,0.1,0.42202999999999996,-2.704
"[0.7, 0.075, 0.025, 0.075, 0.125]",0.7,0.075,0.025,0.075,0.125,0.42264999999999997,-2.8228
"[0.675, 0.075, 0.025, 0.075, 0.15]",0.675,0.075,0.025,0.075,0.15,0.42325,-2.9415999999999998
"[0.625, 0.075, 0.025, 0.075, 0.2]",0.625,0.075,0.025,0.075,0.2,0.42475,-3.1792
"[0.8, 0.075, 0.025, 0.1, 0.0]",0.8,0.075,0.025,0.1,0.0,0.42388000000000003,-2.5138000000000003
"[0.775, 0.075, 0.025, 0.1, 0.025]",0.775,0.075,0.025,0.1,0.025,0.42445,-2.6326
"[0.75, 0.075, 0.025, 0.1, 0.05]",0.75,0.075,0.025,0.1,0.05,0.42506,-2.7514
"[0.725, 0.075, 0.025, 0.1, 0.075]",0.725,0.075,0.025,0.1,0.075,0.42577,-2.8704
"[0.7, 0.075, 0.025, 0.1, 0.1]",0.7,0.075,0.025,0.1,0.1,0.42651,-2.9892
"[0.675, 0.075, 0.025, 0.1, 0.125]",0.675,0.075,0.025,0.1,0.125,0.42722000000000004,-3.1079999999999997
"[0.65, 0.075, 0.025, 0.1, 0.15]",0.65,0.075,0.025,0.1,0.15,0.42798,-3.2268000000000003
"[0.6, 0.075, 0.025, 0.1, 0.2]",0.6,0.075,0.025,0.1,0.2,0.42955,-3.4640999999999997
"[0.775, 0.075, 0.025, 0.125, 0.0]",0.775,0.075,0.025,0.125,0.0,0.4288,-2.799
"[0.75, 0.075, 0.025, 0.125, 0.025]",0.75,0.075,0.025,0.125,0.025,0.42949,-2.9178
"[0.725, 0.075, 0.025, 0.125, 0.05]",0.725,0.075,0.025,0.125,0.05,0.4302,-3.0368000000000004
"[0.7, 0.075, 0.025, 0.125, 0.075]",0.7,0.075,0.025,0.125,0.075,0.43091,-3.1556
"[0.675, 0.075, 0.025, 0.125, 0.1]",0.675,0.075,0.025,0.125,0.1,0.43162,-3.2741000000000002
"[0.65, 0.075, 0.025, 0.125, 0.125]",0.65,0.075,0.025,0.125,0.125,0.4324,-3.3929
"[0.625, 0.075, 0.025, 0.125, 0.15]",0.625,0.075,0.025,0.125,0.15,0.43313,-3.5117000000000003
"[0.75, 0.075, 0.025, 0.15, 0.0]",0.75,0.075,0.025,0.15,0.0,0.4343,-3.0842000000000005
"[0.725, 0.075, 0.025, 0.15, 0.025]",0.725,0.075,0.025,0.15,0.025,0.43501,-3.2029
"[0.7, 0.075, 0.025, 0.15, 0.05]",0.7,0.075,0.025,0.15,0.05,0.43574,-3.3217
"[0.675, 0.075, 0.025, 0.15, 0.075]",0.675,0.075,0.025,0.15,0.075,0.43645,-3.4405
"[0.65, 0.075, 0.025, 0.15, 0.1]",0.65,0.075,0.025,0.15,0.1,0.43718,-3.5593
"[0.625, 0.075, 0.025, 0.15, 0.125]",0.625,0.075,0.025,0.15,0.125,0.43801,-3.6781
"[0.6000000000000001, 0.075, 0.025, 0.15, 0.15]",0.6000000000000001,0.075,0.025,0.15,0.15,0.43877,-3.7969
"[0.7, 0.075, 0.025, 0.2, 0.0]",0.7,0.075,0.025,0.2,0.0,0.44655,-3.6544999999999996
"[0.675, 0.075, 0.025, 0.2, 0.025]",0.675,0.075,0.025,0.2,0.025,0.44730000000000003,-3.7733000000000003
"[0.6499999999999999, 0.075, 0.025, 0.2, 0.05]",0.6499999999999999,0.075,0.025,0.2,0.05,0.44813000000000003,-3.8921
"[0.625, 0.075, 0.025, 0.2, 0.075]",0.625,0.075,0.025,0.2,0.075,0.44893000000000005,-4.0109
"[0.6, 0.075, 0.025, 0.2, 0.1]",0.6,0.075,0.025,0.2,0.1,0.44978,-4.1294
"[0.875, 0.075, 0.05, 0.0, 0.0]",0.875,0.075,0.05,0.0,0.0,0.41198,-1.5356999999999998
"[0.85, 0.075, 0.05, 0.0, 0.025]",0.85,0.075,0.05,0.0,0.025,0.41239000000000003,-1.6542000000000001
"[0.825, 0.075, 0.05, 0.0, 0.05]",0.825,0.075,0.05,0.0,0.05,0.41287,-1.773
"[0.8, 0.075, 0.05, 0.0, 0.075]",0.8,0.075,0.05,0.0,0.075,0.41331,-1.8918
"[0.775, 0.075, 0.05, 0.0, 0.1]",0.775,0.075,0.05,0.0,0.1,0.41379,-2.0106
"[0.75, 0.075, 0.05, 0.0, 0.125]",0.75,0.075,0.05,0.0,0.125,0.41435,-2.1294
"[0.725, 0.075, 0.05, 0.0, 0.15]",0.725,0.075,0.05,0.0,0.15,0.41493,-2.2484
"[0.675, 0.075, 0.05, 0.0, 0.2]",0.675,0.075,0.05,0.0,0.2,0.41607000000000005,-2.4855
"[0.85, 0.075, 0.05, 0.025, 0.0]",0.85,0.075,0.05,0.025,0.0,0.41430999999999996,-1.8206
"[0.825, 0.075, 0.05, 0.025, 0.025]",0.825,0.075,0.05,0.025,0.025,0.41474,-1.9394
"[0.8, 0.075, 0.05, 0.025, 0.05]",0.8,0.075,0.05,0.025,0.05,0.41527000000000003,-2.0582
"[0.775, 0.075, 0.05, 0.025, 0.075]",0.775,0.075,0.05,0.025,0.075,0.41574999999999995,-2.1770000000000005
"[0.75, 0.075, 0.05, 0.025, 0.1]",0.75,0.075,0.05,0.025,0.1,0.41628,-2.2958000000000003
"[0.725, 0.075, 0.05, 0.025, 0.125]",0.725,0.075,0.05,0.025,0.125,0.41676,-2.4148
"[0.7, 0.075, 0.05, 0.025, 0.15]",0.7,0.075,0.05,0.025,0.15,0.41736,-2.5336
"[0.6499999999999999, 0.075, 0.05, 0.025, 0.2]",0.6499999999999999,0.075,0.05,0.025,0.2,0.41854,-2.7709
"[0.825, 0.075, 0.05, 0.05, 0.0]",0.825,0.075,0.05,0.05,0.0,0.41720999999999997,-2.1058
"[0.8, 0.075, 0.05, 0.05, 0.025]",0.8,0.075,0.05,0.05,0.025,0.41769,-2.2246
"[0.775, 0.075, 0.05, 0.05, 0.05]",0.775,0.075,0.05,0.05,0.05,0.41824,-2.3434
"[0.75, 0.075, 0.05, 0.05, 0.075]",0.75,0.075,0.05,0.05,0.075,0.41874,-2.4622
"[0.725, 0.075, 0.05, 0.05, 0.1]",0.725,0.075,0.05,0.05,0.1,0.41929,-2.5808999999999997
"[0.7, 0.075, 0.05, 0.05, 0.125]",0.7,0.075,0.05,0.05,0.125,0.41984,-2.6997
"[0.675, 0.075, 0.05, 0.05, 0.15]",0.675,0.075,0.05,0.05,0.15,0.42046,-2.8185000000000002
"[0.625, 0.075, 0.05, 0.05, 0.2]",0.625,0.075,0.05,0.05,0.2,0.42168,-3.0561
"[0.8, 0.075, 0.05, 0.075, 0.0]",0.8,0.075,0.05,0.075,0.0,0.42071000000000003,-2.391
"[0.775, 0.075, 0.05, 0.075, 0.025]",0.775,0.075,0.05,0.075,0.025,0.42125,-2.5095
"[0.75, 0.075, 0.05, 0.075, 0.05]",0.75,0.075,0.05,0.075,0.05,0.42179999999999995,-2.6283000000000003
"[0.725, 0.075, 0.05, 0.075, 0.075]",0.725,0.075,0.05,0.075,0.075,0.42242,-2.7472999999999996
"[0.7, 0.075, 0.05, 0.075, 0.1]",0.7,0.075,0.05,0.075,0.1,0.42296999999999996,-2.8661
"[0.675, 0.075, 0.05, 0.075, 0.125]",0.675,0.075,0.05,0.075,0.125,0.42360000000000003,-2.9848999999999997
"[0.65, 0.075, 0.05, 0.075, 0.15]",0.65,0.075,0.05,0.075,0.15,0.42435999999999996,-3.1037
"[0.6, 0.075, 0.05, 0.075, 0.2]",0.6,0.075,0.05,0.075,0.2,0.42589,-3.3413000000000004
"[0.775, 0.075, 0.05, 0.1, 0.0]",0.775,0.075,0.05,0.1,0.0,0.42484,-2.6759
"[0.75, 0.075, 0.05, 0.1, 0.025]",0.75,0.075,0.05,0.1,0.025,0.42551,-2.7946999999999997
"[0.725, 0.075, 0.05, 0.1, 0.05]",0.725,0.075,0.05,0.1,0.05,0.42619,-2.9137
"[0.7, 0.075, 0.05, 0.1, 0.075]",0.7,0.075,0.05,0.1,0.075,0.42688,-3.0325000000000006
"[0.675, 0.075, 0.05, 0.1, 0.1]",0.675,0.075,0.05,0.1,0.1,0.42762,-3.1513
"[0.65, 0.075, 0.05, 0.1, 0.125]",0.65,0.075,0.05,0.1,0.125,0.42838,-3.2701
"[0.625, 0.075, 0.05, 0.1, 0.15]",0.625,0.075,0.05,0.1,0.15,0.42912,-3.3888999999999996
"[0.75, 0.075, 0.05, 0.125, 0.0]",0.75,0.075,0.05,0.125,0.0,0.42994,-2.9611
"[0.725, 0.075, 0.05, 0.125, 0.025]",0.725,0.075,0.05,0.125,0.025,0.43062,-3.0801000000000003
"[0.7, 0.075, 0.05, 0.125, 0.05]",0.7,0.075,0.05,0.125,0.05,0.43133,-3.1989
"[0.675, 0.075, 0.05, 0.125, 0.075]",0.675,0.075,0.05,0.125,0.075,0.43204,-3.3177000000000003
"[0.65, 0.075, 0.05, 0.125, 0.1]",0.65,0.075,0.05,0.125,0.1,0.43274999999999997,-3.4362000000000004
"[0.625, 0.075, 0.05, 0.125, 0.125]",0.625,0.075,0.05,0.125,0.125,0.43356,-3.555
"[0.6, 0.075, 0.05, 0.125, 0.15]",0.6,0.075,0.05,0.125,0.15,0.43433999999999995,-3.6738000000000004
"[0.725, 0.075, 0.05, 0.15, 0.0]",0.725,0.075,0.05,0.15,0.0,0.43546,-3.2464999999999997
"[0.7, 0.075, 0.05, 0.15, 0.025]",0.7,0.075,0.05,0.15,0.025,0.43613999999999997,-3.365
"[0.675, 0.075, 0.05, 0.15, 0.05]",0.675,0.075,0.05,0.15,0.05,0.4369,-3.4838
"[0.65, 0.075, 0.05, 0.15, 0.075]",0.65,0.075,0.05,0.15,0.075,0.43763,-3.6026
"[0.625, 0.075, 0.05, 0.15, 0.1]",0.625,0.075,0.05,0.15,0.1,0.43835999999999997,-3.7214
"[0.6, 0.075, 0.05, 0.15, 0.125]",0.6,0.075,0.05,0.15,0.125,0.43917,-3.8402000000000003
"[0.675, 0.075, 0.05, 0.2, 0.0]",0.675,0.075,0.05,0.2,0.0,0.44773,-3.8171000000000004
"[0.6499999999999999, 0.075, 0.05, 0.2, 0.025]",0.6499999999999999,0.075,0.05,0.2,0.025,0.44853,-3.9358999999999997
"[0.625, 0.075, 0.05, 0.2, 0.05]",0.625,0.075,0.05,0.2,0.05,0.44936,-4.0547
"[0.6, 0.075, 0.05, 0.2, 0.075]",0.6,0.075,0.05,0.2,0.075,0.45011,-4.1735
"[0.85, 0.075, 0.075, 0.0, 0.0]",0.85,0.075,0.075,0.0,0.0,0.41285000000000005,-1.6978
"[0.825, 0.075, 0.075, 0.0, 0.025]",0.825,0.075,0.075,0.0,0.025,0.41325999999999996,-1.8163
"[0.8, 0.075, 0.075, 0.0, 0.05]",0.8,0.075,0.075,0.0,0.05,0.41372,-1.9350999999999998
"[0.775, 0.075, 0.075, 0.0, 0.075]",0.775,0.075,0.075,0.0,0.075,0.4142,-2.0539
"[0.75, 0.075, 0.075, 0.0, 0.1]",0.75,0.075,0.075,0.0,0.1,0.41471,-2.1727
"[0.725, 0.075, 0.075, 0.0, 0.125]",0.725,0.075,0.075,0.0,0.125,0.41524,-2.2917
"[0.7, 0.075, 0.075, 0.0, 0.15]",0.7,0.075,0.075,0.0,0.15,0.41577000000000003,-2.4105
"[0.65, 0.075, 0.075, 0.0, 0.2]",0.65,0.075,0.075,0.0,0.2,0.41699,-2.6481
"[0.825, 0.075, 0.075, 0.025, 0.0]",0.825,0.075,0.075,0.025,0.0,0.41518,-1.9827000000000001
"[0.8, 0.075, 0.075, 0.025, 0.025]",0.8,0.075,0.075,0.025,0.025,0.41561000000000003,-2.1015
"[0.775, 0.075, 0.075, 0.025, 0.05]",0.775,0.075,0.075,0.025,0.05,0.41611,-2.2203
"[0.75, 0.075, 0.075, 0.025, 0.075]",0.75,0.075,0.075,0.025,0.075,0.41662,-2.3391
"[0.725, 0.075, 0.075, 0.025, 0.1]",0.725,0.075,0.075,0.025,0.1,0.41712,-2.4581
"[0.7, 0.075, 0.075, 0.025, 0.125]",0.7,0.075,0.075,0.025,0.125,0.41769999999999996,-2.5769
"[0.675, 0.075, 0.075, 0.025, 0.15]",0.675,0.075,0.075,0.025,0.15,0.41828,-2.6957
"[0.625, 0.075, 0.075, 0.025, 0.2]",0.625,0.075,0.075,0.025,0.2,0.41947999999999996,-2.933
"[0.8, 0.075, 0.075, 0.05, 0.0]",0.8,0.075,0.075,0.05,0.0,0.41813,-2.2679000000000005
"[0.775, 0.075, 0.075, 0.05, 0.025]",0.775,0.075,0.075,0.05,0.025,0.41858,-2.3867
"[0.75, 0.075, 0.075, 0.05, 0.05]",0.75,0.075,0.075,0.05,0.05,0.41911,-2.5055
"[0.725, 0.075, 0.075, 0.05, 0.075]",0.725,0.075,0.075,0.05,0.075,0.41962999999999995,-2.6245000000000003
"[0.7, 0.075, 0.075, 0.05, 0.1]",0.7,0.075,0.075,0.05,0.1,0.42023,-2.743
"[0.675, 0.075, 0.075, 0.05, 0.125]",0.675,0.075,0.075,0.05,0.125,0.42079999999999995,-2.8618
"[0.65, 0.075, 0.075, 0.05, 0.15]",0.65,0.075,0.075,0.05,0.15,0.4214,-2.9806
"[0.6, 0.075, 0.075, 0.05, 0.2]",0.6,0.075,0.075,0.05,0.2,0.42278,-3.2182000000000004
"[0.775, 0.075, 0.075, 0.075, 0.0]",0.775,0.075,0.075,0.075,0.0,0.42167,-2.5531
"[0.75, 0.075, 0.075, 0.075, 0.025]",0.75,0.075,0.075,0.075,0.025,0.42219,-2.6716
"[0.725, 0.075, 0.075, 0.075, 0.05]",0.725,0.075,0.075,0.075,0.05,0.42276,-2.7905999999999995
