weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,OOF_recency,OOF_bias_recency_pct
"[0.625, 0.025, 0.075, 0.125, 0.15]",0.625,0.025,0.075,0.125,0.15,0.43410000000000004,-3.5835
"[0.75, 0.025, 0.075, 0.15, 0.0]",0.75,0.025,0.075,0.15,0.0,0.43537000000000003,-3.1557
"[0.725, 0.025, 0.075, 0.15, 0.025]",0.725,0.025,0.075,0.15,0.025,0.43605,-3.2744999999999997
"[0.7, 0.025, 0.075, 0.15, 0.05]",0.7,0.025,0.075,0.15,0.05,0.43671,-3.3933
"[0.675, 0.025, 0.075, 0.15, 0.075]",0.675,0.025,0.075,0.15,0.075,0.43743999999999994,-3.5121
"[0.65, 0.025, 0.075, 0.15, 0.1]",0.65,0.025,0.075,0.15,0.1,0.43822,-3.6311000000000004
"[0.625, 0.025, 0.075, 0.15, 0.125]",0.625,0.025,0.075,0.15,0.125,0.43898000000000004,-3.7499
"[0.6000000000000001, 0.025, 0.075, 0.15, 0.15]",0.6000000000000001,0.025,0.075,0.15,0.15,0.43971,-3.8687000000000005
"[0.7, 0.025, 0.075, 0.2, 0.0]",0.7,0.025,0.075,0.2,0.0,0.44759000000000004,-3.7261
"[0.675, 0.025, 0.075, 0.2, 0.025]",0.675,0.025,0.075,0.2,0.025,0.44835,-3.8449000000000004
"[0.6499999999999999, 0.025, 0.075, 0.2, 0.05]",0.6499999999999999,0.025,0.075,0.2,0.05,0.44910000000000005,-3.9639
"[0.625, 0.025, 0.075, 0.2, 0.075]",0.625,0.025,0.075,0.2,0.075,0.4499,-4.0824
"[0.6, 0.025, 0.075, 0.2, 0.1]",0.6,0.025,0.075,0.2,0.1,0.45073,-4.2012
"[0.875, 0.025, 0.1, 0.0, 0.0]",0.875,0.025,0.1,0.0,0.0,0.41294000000000003,-1.607
"[0.85, 0.025, 0.1, 0.0, 0.025]",0.85,0.025,0.1,0.0,0.025,0.41335,-1.7253
"[0.825, 0.025, 0.1, 0.0, 0.05]",0.825,0.025,0.1,0.0,0.05,0.41383000000000003,-1.8443
"[0.8, 0.025, 0.1, 0.0, 0.075]",0.8,0.025,0.1,0.0,0.075,0.41424,-1.9631
"[0.775, 0.025, 0.1, 0.0, 0.1]",0.775,0.025,0.1,0.0,0.1,0.41472,-2.0819
"[0.75, 0.025, 0.1, 0.0, 0.125]",0.75,0.025,0.1,0.0,0.125,0.41523,-2.2007000000000003
"[0.725, 0.025, 0.1, 0.0, 0.15]",0.725,0.025,0.1,0.0,0.15,0.41576,-2.3194999999999997
"[0.675, 0.025, 0.1, 0.0, 0.2]",0.675,0.025,0.1,0.0,0.2,0.41685,-2.5571
"[0.85, 0.025, 0.1, 0.025, 0.0]",0.85,0.025,0.1,0.025,0.0,0.41531999999999997,-1.8922000000000003
"[0.825, 0.025, 0.1, 0.025, 0.025]",0.825,0.025,0.1,0.025,0.025,0.41574999999999995,-2.0112
"[0.8, 0.025, 0.1, 0.025, 0.05]",0.8,0.025,0.1,0.025,0.05,0.41618,-2.13
"[0.775, 0.025, 0.1, 0.025, 0.075]",0.775,0.025,0.1,0.025,0.075,0.41666,-2.2483
"[0.75, 0.025, 0.1, 0.025, 0.1]",0.75,0.025,0.1,0.025,0.1,0.41717,-2.3670999999999998
"[0.725, 0.025, 0.1, 0.025, 0.125]",0.725,0.025,0.1,0.025,0.125,0.41767,-2.4859
"[0.7, 0.025, 0.1, 0.025, 0.15]",0.7,0.025,0.1,0.025,0.15,0.4182,-2.6044
"[0.6499999999999999, 0.025, 0.1, 0.025, 0.2]",0.6499999999999999,0.025,0.1,0.025,0.2,0.41938,-2.8422
"[0.825, 0.025, 0.1, 0.05, 0.0]",0.825,0.025,0.1,0.05,0.0,0.4182,-2.1776
"[0.8, 0.025, 0.1, 0.05, 0.025]",0.8,0.025,0.1,0.05,0.025,0.41868,-2.2964
"[0.775, 0.025, 0.1, 0.05, 0.05]",0.775,0.025,0.1,0.05,0.05,0.41913,-2.4152
"[0.75, 0.025, 0.1, 0.05, 0.075]",0.75,0.025,0.1,0.05,0.075,0.41966000000000003,-2.5337
"[0.725, 0.025, 0.1, 0.05, 0.1]",0.725,0.025,0.1,0.05,0.1,0.42018,-2.6525
"[0.7, 0.025, 0.1, 0.05, 0.125]",0.7,0.025,0.1,0.05,0.125,0.42073,-2.7708000000000004
"[0.675, 0.025, 0.1, 0.05, 0.15]",0.675,0.025,0.1,0.05,0.15,0.42133,-2.8896
"[0.625, 0.025, 0.1, 0.05, 0.2]",0.625,0.025,0.1,0.05,0.2,0.42258,-3.1273999999999997
"[0.8, 0.025, 0.1, 0.075, 0.0]",0.8,0.025,0.1,0.075,0.0,0.42168000000000005,-2.4625
"[0.775, 0.025, 0.1, 0.075, 0.025]",0.775,0.025,0.1,0.075,0.025,0.42222000000000004,-2.5812999999999997
"[0.75, 0.025, 0.1, 0.075, 0.05]",0.75,0.025,0.1,0.075,0.05,0.42277,-2.7001000000000004
"[0.725, 0.025, 0.1, 0.075, 0.075]",0.725,0.025,0.1,0.075,0.075,0.42332000000000003,-2.8188999999999997
"[0.7, 0.025, 0.1, 0.075, 0.1]",0.7,0.025,0.1,0.075,0.1,0.42395000000000005,-2.9377
"[0.675, 0.025, 0.1, 0.075, 0.125]",0.675,0.025,0.1,0.075,0.125,0.42469,-3.0564999999999998
"[0.65, 0.025, 0.1, 0.075, 0.15]",0.65,0.025,0.1,0.075,0.15,0.42535,-3.1755
"[0.6, 0.025, 0.1, 0.075, 0.2]",0.6,0.025,0.1,0.075,0.2,0.4268799999999999,-3.4126000000000003
"[0.775, 0.025, 0.1, 0.1, 0.0]",0.775,0.025,0.1,0.1,0.0,0.42591,-2.7477
"[0.75, 0.025, 0.1, 0.1, 0.025]",0.75,0.025,0.1,0.1,0.025,0.4266,-2.8665
"[0.725, 0.025, 0.1, 0.1, 0.05]",0.725,0.025,0.1,0.1,0.05,0.42726,-2.9853
"[0.7, 0.025, 0.1, 0.1, 0.075]",0.7,0.025,0.1,0.1,0.075,0.42795,-3.1041
"[0.675, 0.025, 0.1, 0.1, 0.1]",0.675,0.025,0.1,0.1,0.1,0.42866,-3.2229
"[0.6499999999999999, 0.025, 0.1, 0.1, 0.125]",0.6499999999999999,0.025,0.1,0.1,0.125,0.4294,-3.3419
"[0.625, 0.025, 0.1, 0.1, 0.15]",0.625,0.025,0.1,0.1,0.15,0.43011,-3.4604
"[0.75, 0.025, 0.1, 0.125, 0.0]",0.75,0.025,0.1,0.125,0.0,0.43103,-3.0329
"[0.725, 0.025, 0.1, 0.125, 0.025]",0.725,0.025,0.1,0.125,0.025,0.43169,-3.1517000000000004
"[0.7, 0.025, 0.1, 0.125, 0.05]",0.7,0.025,0.1,0.125,0.05,0.4324,-3.2705
"[0.675, 0.025, 0.1, 0.125, 0.075]",0.675,0.025,0.1,0.125,0.075,0.43311,-3.3890000000000002
"[0.6499999999999999, 0.025, 0.1, 0.125, 0.1]",0.6499999999999999,0.025,0.1,0.125,0.1,0.43382,-3.508
"[0.625, 0.025, 0.1, 0.125, 0.125]",0.625,0.025,0.1,0.125,0.125,0.43452999999999997,-3.6268
"[0.6, 0.025, 0.1, 0.125, 0.15]",0.6,0.025,0.1,0.125,0.15,0.43531,-3.7456
"[0.725, 0.025, 0.1, 0.15, 0.0]",0.725,0.025,0.1,0.15,0.0,0.4365,-3.3178
"[0.7, 0.025, 0.1, 0.15, 0.025]",0.7,0.025,0.1,0.15,0.025,0.43721,-3.4366
"[0.675, 0.025, 0.1, 0.15, 0.05]",0.675,0.025,0.1,0.15,0.05,0.43792,-3.5554
"[0.65, 0.025, 0.1, 0.15, 0.075]",0.65,0.025,0.1,0.15,0.075,0.43865,-3.6743999999999994
"[0.625, 0.025, 0.1, 0.15, 0.1]",0.625,0.025,0.1,0.15,0.1,0.43938,-3.7932
"[0.6, 0.025, 0.1, 0.15, 0.125]",0.6,0.025,0.1,0.15,0.125,0.44014,-3.912
"[0.675, 0.025, 0.1, 0.2, 0.0]",0.675,0.025,0.1,0.2,0.0,0.4488,-3.8882000000000003
"[0.6499999999999999, 0.025, 0.1, 0.2, 0.025]",0.6499999999999999,0.025,0.1,0.2,0.025,0.44958,-4.0072
"[0.625, 0.025, 0.1, 0.2, 0.05]",0.625,0.025,0.1,0.2,0.05,0.45033,-4.1257
"[0.6, 0.025, 0.1, 0.2, 0.075]",0.6,0.025,0.1,0.2,0.075,0.45113,-4.2445
"[0.85, 0.025, 0.125, 0.0, 0.0]",0.85,0.025,0.125,0.0,0.0,0.41381,-1.7691
"[0.825, 0.025, 0.125, 0.0, 0.025]",0.825,0.025,0.125,0.0,0.025,0.41424000000000005,-1.8881000000000001
"[0.8, 0.025, 0.125, 0.0, 0.05]",0.8,0.025,0.125,0.0,0.05,0.41464999999999996,-2.0069
"[0.775, 0.025, 0.125, 0.0, 0.075]",0.775,0.025,0.125,0.0,0.075,0.41516,-2.1257
"[0.75, 0.025, 0.125, 0.0, 0.1]",0.75,0.025,0.125,0.0,0.1,0.41564,-2.2445
"[0.725, 0.025, 0.125, 0.0, 0.125]",0.725,0.025,0.125,0.0,0.125,0.41612000000000005,-2.3628
"[0.7, 0.025, 0.125, 0.0, 0.15]",0.7,0.025,0.125,0.0,0.15,0.41668000000000005,-2.4816
"[0.6499999999999999, 0.025, 0.125, 0.0, 0.2]",0.6499999999999999,0.025,0.125,0.0,0.2,0.41781999999999997,-2.7194000000000003
"[0.825, 0.025, 0.125, 0.025, 0.0]",0.825,0.025,0.125,0.025,0.0,0.41619,-2.0545
"[0.8, 0.025, 0.125, 0.025, 0.025]",0.8,0.025,0.125,0.025,0.025,0.41662,-2.1733000000000002
"[0.775, 0.025, 0.125, 0.025, 0.05]",0.775,0.025,0.125,0.025,0.05,0.4171,-2.2921
"[0.75, 0.025, 0.125, 0.025, 0.075]",0.75,0.025,0.125,0.025,0.075,0.41753,-2.4109
"[0.725, 0.025, 0.125, 0.025, 0.1]",0.725,0.025,0.125,0.025,0.1,0.41806,-2.5297
"[0.7, 0.025, 0.125, 0.025, 0.125]",0.7,0.025,0.125,0.025,0.125,0.41861,-2.6485000000000003
"[0.675, 0.025, 0.125, 0.025, 0.15]",0.675,0.025,0.125,0.025,0.15,0.41913999999999996,-2.767
"[0.625, 0.025, 0.125, 0.025, 0.2]",0.625,0.025,0.125,0.025,0.2,0.42032,-3.0043
"[0.8, 0.025, 0.125, 0.05, 0.0]",0.8,0.025,0.125,0.05,0.0,0.41912,-2.3397
"[0.775, 0.025, 0.125, 0.05, 0.025]",0.775,0.025,0.125,0.05,0.025,0.41957,-2.4585
"[0.75, 0.025, 0.125, 0.05, 0.05]",0.75,0.025,0.125,0.05,0.05,0.42007,-2.5773
"[0.725, 0.025, 0.125, 0.05, 0.075]",0.725,0.025,0.125,0.05,0.075,0.4206,-2.6958
"[0.7, 0.025, 0.125, 0.05, 0.1]",0.7,0.025,0.125,0.05,0.1,0.42112,-2.8146
"[0.675, 0.025, 0.125, 0.05, 0.125]",0.675,0.025,0.125,0.05,0.125,0.42172,-2.9334000000000002
"[0.65, 0.025, 0.125, 0.05, 0.15]",0.65,0.025,0.125,0.05,0.15,0.42229,-3.0523999999999996
"[0.6, 0.025, 0.125, 0.05, 0.2]",0.6,0.025,0.125,0.05,0.2,0.42372,-3.29
"[0.775, 0.025, 0.125, 0.075, 0.0]",0.775,0.025,0.125,0.075,0.0,0.42264,-2.6246
"[0.75, 0.025, 0.125, 0.075, 0.025]",0.75,0.025,0.125,0.075,0.025,0.42316,-2.7434
"[0.725, 0.025, 0.125, 0.075, 0.05]",0.725,0.025,0.125,0.075,0.05,0.42371000000000003,-2.8621999999999996
"[0.7, 0.025, 0.125, 0.075, 0.075]",0.7,0.025,0.125,0.075,0.075,0.4244,-2.981
"[0.675, 0.025, 0.125, 0.075, 0.1]",0.675,0.025,0.125,0.075,0.1,0.42511,-3.0998
"[0.65, 0.025, 0.125, 0.075, 0.125]",0.65,0.025,0.125,0.075,0.125,0.42579999999999996,-3.2188
"[0.625, 0.025, 0.125, 0.075, 0.15]",0.625,0.025,0.125,0.075,0.15,0.42654000000000003,-3.3376
"[0.75, 0.025, 0.125, 0.1, 0.0]",0.75,0.025,0.125,0.1,0.0,0.42705,-2.9097999999999997
"[0.725, 0.025, 0.125, 0.1, 0.025]",0.725,0.025,0.125,0.1,0.025,0.42771000000000003,-3.0286
"[0.7, 0.025, 0.125, 0.1, 0.05]",0.7,0.025,0.125,0.1,0.05,0.4284,-3.1474
"[0.675, 0.025, 0.125, 0.1, 0.075]",0.675,0.025,0.125,0.1,0.075,0.42908,-3.2661999999999995
"[0.6499999999999999, 0.025, 0.125, 0.1, 0.1]",0.6499999999999999,0.025,0.125,0.1,0.1,0.42982,-3.3852
"[0.625, 0.025, 0.125, 0.1, 0.125]",0.625,0.025,0.125,0.1,0.125,0.43052999999999997,-3.5040000000000004
"[0.6, 0.025, 0.125, 0.1, 0.15]",0.6,0.025,0.125,0.1,0.15,0.43129,-3.6225
"[0.725, 0.025, 0.125, 0.125, 0.0]",0.725,0.025,0.125,0.125,0.0,0.43213999999999997,-3.1950000000000003
"[0.7, 0.025, 0.125, 0.125, 0.025]",0.7,0.025,0.125,0.125,0.025,0.43285,-3.3138000000000005
"[0.675, 0.025, 0.125, 0.125, 0.05]",0.675,0.025,0.125,0.125,0.05,0.43351,-3.4326000000000003
"[0.65, 0.025, 0.125, 0.125, 0.075]",0.65,0.025,0.125,0.125,0.075,0.43423999999999996,-3.5513
"[0.625, 0.025, 0.125, 0.125, 0.1]",0.625,0.025,0.125,0.125,0.1,0.43495,-3.6700999999999997
"[0.6, 0.025, 0.125, 0.125, 0.125]",0.6,0.025,0.125,0.125,0.125,0.43574,-3.7889
"[0.7, 0.025, 0.125, 0.15, 0.0]",0.7,0.025,0.125,0.15,0.0,0.43766,-3.4798999999999998
"[0.675, 0.025, 0.125, 0.15, 0.025]",0.675,0.025,0.125,0.15,0.025,0.43837000000000004,-3.5987000000000005
"[0.65, 0.025, 0.125, 0.15, 0.05]",0.65,0.025,0.125,0.15,0.05,0.43910000000000005,-3.7177000000000007
"[0.625, 0.025, 0.125, 0.15, 0.075]",0.625,0.025,0.125,0.15,0.075,0.43981,-3.8364999999999996
"[0.6, 0.025, 0.125, 0.15, 0.1]",0.6,0.025,0.125,0.15,0.1,0.44054000000000004,-3.9553
"[0.6499999999999999, 0.025, 0.125, 0.2, 0.0]",0.6499999999999999,0.025,0.125,0.2,0.0,0.44998000000000005,-4.051
"[0.625, 0.025, 0.125, 0.2, 0.025]",0.625,0.025,0.125,0.2,0.025,0.45081,-4.1693
"[0.6, 0.025, 0.125, 0.2, 0.05]",0.6,0.025,0.125,0.2,0.05,0.45156,-4.2878
"[0.825, 0.025, 0.15, 0.0, 0.0]",0.825,0.025,0.15,0.0,0.0,0.41465,-1.9314
"[0.8, 0.025, 0.15, 0.0, 0.025]",0.8,0.025,0.15,0.0,0.025,0.41511,-2.0502000000000002
"[0.775, 0.025, 0.15, 0.0, 0.05]",0.775,0.025,0.15,0.0,0.05,0.41552,-2.169
"[0.75, 0.025, 0.15, 0.0, 0.075]",0.75,0.025,0.15,0.0,0.075,0.41603,-2.2878
"[0.725, 0.025, 0.15, 0.0, 0.1]",0.725,0.025,0.15,0.0,0.1,0.41656000000000004,-2.4066
"[0.7, 0.025, 0.15, 0.0, 0.125]",0.7,0.025,0.15,0.0,0.125,0.41704,-2.5254000000000003
"[0.675, 0.025, 0.15, 0.0, 0.15]",0.675,0.025,0.15,0.0,0.15,0.41759999999999997,-2.6442
"[0.625, 0.025, 0.15, 0.0, 0.2]",0.625,0.025,0.15,0.0,0.2,0.41874,-2.8819999999999997
"[0.8, 0.025, 0.15, 0.025, 0.0]",0.8,0.025,0.15,0.025,0.0,0.41706,-2.2166
"[0.775, 0.025, 0.15, 0.025, 0.025]",0.775,0.025,0.15,0.025,0.025,0.41749,-2.3354
"[0.75, 0.025, 0.15, 0.025, 0.05]",0.75,0.025,0.15,0.025,0.05,0.41797,-2.4542
"[0.725, 0.025, 0.15, 0.025, 0.075]",0.725,0.025,0.15,0.025,0.075,0.41847,-2.573
"[0.7, 0.025, 0.15, 0.025, 0.1]",0.7,0.025,0.15,0.025,0.1,0.41898,-2.6917999999999997
"[0.675, 0.025, 0.15, 0.025, 0.125]",0.675,0.025,0.15,0.025,0.125,0.41952999999999996,-2.8106
"[0.65, 0.025, 0.15, 0.025, 0.15]",0.65,0.025,0.15,0.025,0.15,0.42011,-2.9293
"[0.6, 0.025, 0.15, 0.025, 0.2]",0.6,0.025,0.15,0.025,0.2,0.42131,-3.1669
"[0.775, 0.025, 0.15, 0.05, 0.0]",0.775,0.025,0.15,0.05,0.0,0.42001,-2.5018000000000002
"[0.75, 0.025, 0.15, 0.05, 0.025]",0.75,0.025,0.15,0.05,0.025,0.42050999999999994,-2.6206
"[0.725, 0.025, 0.15, 0.05, 0.05]",0.725,0.025,0.15,0.05,0.05,0.42101,-2.7394000000000003
"[0.7, 0.025, 0.15, 0.05, 0.075]",0.7,0.025,0.15,0.05,0.075,0.42156000000000005,-2.8579
"[0.675, 0.025, 0.15, 0.05, 0.1]",0.675,0.025,0.15,0.05,0.1,0.42211,-2.9767
"[0.65, 0.025, 0.15, 0.05, 0.125]",0.65,0.025,0.15,0.05,0.125,0.42271000000000003,-3.0957
"[0.625, 0.025, 0.15, 0.05, 0.15]",0.625,0.025,0.15,0.05,0.15,0.4234,-3.2145
"[0.75, 0.025, 0.15, 0.075, 0.0]",0.75,0.025,0.15,0.075,0.0,0.42357999999999996,-2.7866999999999997
"[0.725, 0.025, 0.15, 0.075, 0.025]",0.725,0.025,0.15,0.075,0.025,0.42418,-2.9055
"[0.7, 0.025, 0.15, 0.075, 0.05]",0.7,0.025,0.15,0.075,0.05,0.42485,-3.0242999999999998
"[0.675, 0.025, 0.15, 0.075, 0.075]",0.675,0.025,0.15,0.075,0.075,0.42556,-3.1431
"[0.65, 0.025, 0.15, 0.075, 0.1]",0.65,0.025,0.15,0.075,0.1,0.42625,-3.2621
"[0.625, 0.025, 0.15, 0.075, 0.125]",0.625,0.025,0.15,0.075,0.125,0.42691,-3.3809
"[0.6000000000000001, 0.025, 0.15, 0.075, 0.15]",0.6000000000000001,0.025,0.15,0.075,0.15,0.42765,-3.4997
"[0.725, 0.025, 0.15, 0.1, 0.0]",0.725,0.025,0.15,0.1,0.0,0.42816,-3.0719
"[0.7, 0.025, 0.15, 0.1, 0.025]",0.7,0.025,0.15,0.1,0.025,0.42882,-3.1906999999999996
"[0.675, 0.025, 0.15, 0.1, 0.05]",0.675,0.025,0.15,0.1,0.05,0.42952999999999997,-3.3095
"[0.65, 0.025, 0.15, 0.1, 0.075]",0.65,0.025,0.15,0.1,0.075,0.43027,-3.4285
"[0.625, 0.025, 0.15, 0.1, 0.1]",0.625,0.025,0.15,0.1,0.1,0.43098,-3.5473000000000003
"[0.6, 0.025, 0.15, 0.1, 0.125]",0.6,0.025,0.15,0.1,0.125,0.43172,-3.6658
"[0.7, 0.025, 0.15, 0.125, 0.0]",0.7,0.025,0.15,0.125,0.0,0.4333,-3.3571
"[0.675, 0.025, 0.15, 0.125, 0.025]",0.675,0.025,0.15,0.125,0.025,0.43396,-3.4759
"[0.65, 0.025, 0.15, 0.125, 0.05]",0.65,0.025,0.15,0.125,0.05,0.43467,-3.5946
"[0.625, 0.025, 0.15, 0.125, 0.075]",0.625,0.025,0.15,0.125,0.075,0.4354,-3.7134
"[0.6, 0.025, 0.15, 0.125, 0.1]",0.6,0.025,0.15,0.125,0.1,0.43616,-3.8322
"[0.675, 0.025, 0.15, 0.15, 0.0]",0.675,0.025,0.15,0.15,0.0,0.43887,-3.6425
"[0.65, 0.025, 0.15, 0.15, 0.025]",0.65,0.025,0.15,0.15,0.025,0.43953,-3.7610000000000006
"[0.625, 0.025, 0.15, 0.15, 0.05]",0.625,0.025,0.15,0.15,0.05,0.44026,-3.8798000000000004
"[0.6000000000000001, 0.025, 0.15, 0.15, 0.075]",0.6000000000000001,0.025,0.15,0.15,0.075,0.44104,-3.9986
"[0.625, 0.025, 0.15, 0.2, 0.0]",0.625,0.025,0.15,0.2,0.0,0.45121,-4.2131
"[0.6, 0.025, 0.15, 0.2, 0.025]",0.6,0.025,0.15,0.2,0.025,0.45199,-4.3319
"[0.775, 0.025, 0.2, 0.0, 0.0]",0.775,0.025,0.2,0.0,0.0,0.41642,-2.2556000000000003
"[0.75, 0.025, 0.2, 0.0, 0.025]",0.75,0.025,0.2,0.0,0.025,0.4169,-2.3744
"[0.725, 0.025, 0.2, 0.0, 0.05]",0.725,0.025,0.2,0.0,0.05,0.41736,-2.4932000000000003
"[0.7, 0.025, 0.2, 0.0, 0.075]",0.7,0.025,0.2,0.0,0.075,0.41786999999999996,-2.612
"[0.675, 0.025, 0.2, 0.0, 0.1]",0.675,0.025,0.2,0.0,0.1,0.4184,-2.7308
"[0.6499999999999999, 0.025, 0.2, 0.0, 0.125]",0.6499999999999999,0.025,0.2,0.0,0.125,0.41891,-2.8498
"[0.625, 0.025, 0.2, 0.0, 0.15]",0.625,0.025,0.2,0.0,0.15,0.41954,-2.9686000000000003
"[0.75, 0.025, 0.2, 0.025, 0.0]",0.75,0.025,0.2,0.025,0.0,0.41884999999999994,-2.5408
"[0.725, 0.025, 0.2, 0.025, 0.025]",0.725,0.025,0.2,0.025,0.025,0.41935,-2.6596
"[0.7, 0.025, 0.2, 0.025, 0.05]",0.7,0.025,0.2,0.025,0.05,0.41983000000000004,-2.7784
"[0.675, 0.025, 0.2, 0.025, 0.075]",0.675,0.025,0.2,0.025,0.075,0.42034,-2.8971999999999998
"[0.6499999999999999, 0.025, 0.2, 0.025, 0.1]",0.6499999999999999,0.025,0.2,0.025,0.1,0.42089,-3.0162000000000004
"[0.625, 0.025, 0.2, 0.025, 0.125]",0.625,0.025,0.2,0.025,0.125,0.42149000000000003,-3.1347
"[0.6, 0.025, 0.2, 0.025, 0.15]",0.6,0.025,0.2,0.025,0.15,0.42201999999999995,-3.2535
"[0.725, 0.025, 0.2, 0.05, 0.0]",0.725,0.025,0.2,0.05,0.0,0.42189,-2.826
"[0.7, 0.025, 0.2, 0.05, 0.025]",0.7,0.025,0.2,0.05,0.025,0.42239,-2.9448000000000003
"[0.675, 0.025, 0.2, 0.05, 0.05]",0.675,0.025,0.2,0.05,0.05,0.42296999999999996,-3.0633
"[0.6499999999999999, 0.025, 0.2, 0.05, 0.075]",0.6499999999999999,0.025,0.2,0.05,0.075,0.42358,-3.1822999999999997
"[0.625, 0.025, 0.2, 0.05, 0.1]",0.625,0.025,0.2,0.05,0.1,0.42427000000000004,-3.3011
"[0.6, 0.025, 0.2, 0.05, 0.125]",0.6,0.025,0.2,0.05,0.125,0.42499,-3.4199
"[0.7, 0.025, 0.2, 0.075, 0.0]",0.7,0.025,0.2,0.075,0.0,0.42579,-3.1113999999999997
"[0.675, 0.025, 0.2, 0.075, 0.025]",0.675,0.025,0.2,0.075,0.025,0.42645999999999995,-3.2302
"[0.6499999999999999, 0.025, 0.2, 0.075, 0.05]",0.6499999999999999,0.025,0.2,0.075,0.05,0.42712,-3.3491999999999997
"[0.625, 0.025, 0.2, 0.075, 0.075]",0.625,0.025,0.2,0.075,0.075,0.42781,-3.4675000000000002
"[0.6, 0.025, 0.2, 0.075, 0.1]",0.6,0.025,0.2,0.075,0.1,0.42855,-3.5863
"[0.675, 0.025, 0.2, 0.1, 0.0]",0.675,0.025,0.2,0.1,0.0,0.43048,-3.3966000000000003
"[0.6499999999999999, 0.025, 0.2, 0.1, 0.025]",0.6499999999999999,0.025,0.2,0.1,0.025,0.43117000000000005,-3.5156
"[0.625, 0.025, 0.2, 0.1, 0.05]",0.625,0.025,0.2,0.1,0.05,0.43188,-3.6344000000000003
"[0.6, 0.025, 0.2, 0.1, 0.075]",0.6,0.025,0.2,0.1,0.075,0.43259,-3.7531999999999996
"[0.6499999999999999, 0.025, 0.2, 0.125, 0.0]",0.6499999999999999,0.025,0.2,0.125,0.0,0.43562,-3.682
"[0.625, 0.025, 0.2, 0.125, 0.025]",0.625,0.025,0.2,0.125,0.025,0.43633,-3.8007999999999997
"[0.6, 0.025, 0.2, 0.125, 0.05]",0.6,0.025,0.2,0.125,0.05,0.43709,-3.9193
"[0.625, 0.025, 0.2, 0.15, 0.0]",0.625,0.025,0.2,0.15,0.0,0.44123999999999997,-3.9669
"[0.6, 0.025, 0.2, 0.15, 0.025]",0.6,0.025,0.2,0.15,0.025,0.44197,-4.085699999999999
"[0.95, 0.05, 0.0, 0.0, 0.0]",0.95,0.05,0.0,0.0,0.0,0.41037,-1.0844
"[0.925, 0.05, 0.0, 0.0, 0.025]",0.925,0.05,0.0,0.0,0.025,0.41037999999999997,-1.2032
"[0.9, 0.05, 0.0, 0.0, 0.05]",0.9,0.05,0.0,0.0,0.05,0.41079,-1.322
"[0.875, 0.05, 0.0, 0.0, 0.075]",0.875,0.05,0.0,0.0,0.075,0.41125,-1.4407999999999999
"[0.85, 0.05, 0.0, 0.0, 0.1]",0.85,0.05,0.0,0.0,0.1,0.41165999999999997,-1.5596
"[0.825, 0.05, 0.0, 0.0, 0.125]",0.825,0.05,0.0,0.0,0.125,0.41217000000000004,-1.6784000000000001
"[0.8, 0.05, 0.0, 0.0, 0.15]",0.8,0.05,0.0,0.0,0.15,0.41265,-1.7972
"[0.75, 0.05, 0.0, 0.0, 0.2]",0.75,0.05,0.0,0.0,0.2,0.41372,-2.035
"[0.925, 0.05, 0.0, 0.025, 0.0]",0.925,0.05,0.0,0.025,0.0,0.41256000000000004,-1.3696
"[0.9, 0.05, 0.0, 0.025, 0.025]",0.9,0.05,0.0,0.025,0.025,0.41274,-1.4884000000000002
"[0.875, 0.05, 0.0, 0.025, 0.05]",0.875,0.05,0.0,0.025,0.05,0.41317000000000004,-1.6072000000000002
"[0.85, 0.05, 0.0, 0.025, 0.075]",0.85,0.05,0.0,0.025,0.075,0.41359999999999997,-1.7260000000000002
"[0.825, 0.05, 0.0, 0.025, 0.1]",0.825,0.05,0.0,0.025,0.1,0.41411,-1.8448
"[0.8, 0.05, 0.0, 0.025, 0.125]",0.8,0.05,0.0,0.025,0.125,0.41459,-1.9636
"[0.775, 0.05, 0.0, 0.025, 0.15]",0.775,0.05,0.0,0.025,0.15,0.41508999999999996,-2.0823
"[0.725, 0.05, 0.0, 0.025, 0.2]",0.725,0.05,0.0,0.025,0.2,0.4162,-2.3199
"[0.9, 0.05, 0.0, 0.05, 0.0]",0.9,0.05,0.0,0.05,0.0,0.41529000000000005,-1.6548
"[0.875, 0.05, 0.0, 0.05, 0.025]",0.875,0.05,0.0,0.05,0.025,0.41557,-1.7735999999999998
"[0.85, 0.05, 0.0, 0.05, 0.05]",0.85,0.05,0.0,0.05,0.05,0.41601999999999995,-1.8924
"[0.825, 0.05, 0.0, 0.05, 0.075]",0.825,0.05,0.0,0.05,0.075,0.41655,-2.0109
"[0.8, 0.05, 0.0, 0.05, 0.1]",0.8,0.05,0.0,0.05,0.1,0.41700000000000004,-2.1297
"[0.775, 0.05, 0.0, 0.05, 0.125]",0.775,0.05,0.0,0.05,0.125,0.41755,-2.2487
"[0.75, 0.05, 0.0, 0.05, 0.15]",0.75,0.05,0.0,0.05,0.15,0.41809999999999997,-2.3675
"[0.7, 0.05, 0.0, 0.05, 0.2]",0.7,0.05,0.0,0.05,0.2,0.4193,-2.6050999999999997
"[0.875, 0.05, 0.0, 0.075, 0.0]",0.875,0.05,0.0,0.075,0.0,0.4185,-1.9397
"[0.85, 0.05, 0.0, 0.075, 0.025]",0.85,0.05,0.0,0.075,0.025,0.41900000000000004,-2.0585
