weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,w_v14_nn,OOF_recency,OOF_bias_recency_pct
"[0.725, 0.0, 0.0, 0.15, 0.05, 0.075]",0.725,0.0,0.0,0.15,0.05,0.075,0.43271000000000004,-2.7270000000000003
"[0.7, 0.0, 0.0, 0.15, 0.05, 0.1]",0.7,0.0,0.0,0.15,0.05,0.1,0.43315000000000003,-2.7096
"[0.65, 0.0, 0.0, 0.15, 0.05, 0.15]",0.65,0.0,0.0,0.15,0.05,0.15,0.43452,-2.6743
"[0.775, 0.0, 0.0, 0.15, 0.075, 0.0]",0.775,0.0,0.0,0.15,0.075,0.0,0.43338,-2.8990000000000005
"[0.75, 0.0, 0.0, 0.15, 0.075, 0.025]",0.75,0.0,0.0,0.15,0.075,0.025,0.43319,-2.8811
"[0.725, 0.0, 0.0, 0.15, 0.075, 0.05]",0.725,0.0,0.0,0.15,0.075,0.05,0.43309,-2.8637
"[0.7, 0.0, 0.0, 0.15, 0.075, 0.075]",0.7,0.0,0.0,0.15,0.075,0.075,0.43328,-2.8457999999999997
"[0.675, 0.0, 0.0, 0.15, 0.075, 0.1]",0.675,0.0,0.0,0.15,0.075,0.1,0.43374999999999997,-2.8284000000000002
"[0.625, 0.0, 0.0, 0.15, 0.075, 0.15]",0.625,0.0,0.0,0.15,0.075,0.15,0.43513999999999997,-2.7931
"[0.75, 0.0, 0.0, 0.15, 0.1, 0.0]",0.75,0.0,0.0,0.15,0.1,0.0,0.43409,-3.0178000000000003
"[0.725, 0.0, 0.0, 0.15, 0.1, 0.025]",0.725,0.0,0.0,0.15,0.1,0.025,0.43389999999999995,-2.9999
"[0.7, 0.0, 0.0, 0.15, 0.1, 0.05]",0.7,0.0,0.0,0.15,0.1,0.05,0.43383,-2.9825
"[0.675, 0.0, 0.0, 0.15, 0.1, 0.075]",0.675,0.0,0.0,0.15,0.1,0.075,0.43388,-2.9646
"[0.65, 0.0, 0.0, 0.15, 0.1, 0.1]",0.65,0.0,0.0,0.15,0.1,0.1,0.43439,-2.9472
"[0.6, 0.0, 0.0, 0.15, 0.1, 0.15]",0.6,0.0,0.0,0.15,0.1,0.15,0.43578000000000006,-2.9116
"[0.7, 0.0, 0.0, 0.15, 0.15, 0.0]",0.7,0.0,0.0,0.15,0.15,0.0,0.43555,-3.2556000000000003
"[0.675, 0.0, 0.0, 0.15, 0.15, 0.025]",0.675,0.0,0.0,0.15,0.15,0.025,0.43537000000000003,-3.2377
"[0.65, 0.0, 0.0, 0.15, 0.15, 0.05]",0.65,0.0,0.0,0.15,0.15,0.05,0.43525,-3.2203
"[0.625, 0.0, 0.0, 0.15, 0.15, 0.075]",0.625,0.0,0.0,0.15,0.15,0.075,0.43538,-3.2020999999999997
"[0.6, 0.0, 0.0, 0.15, 0.15, 0.1]",0.6,0.0,0.0,0.15,0.15,0.1,0.43567,-3.1847000000000003
"[0.975, 0.0, 0.025, 0.0, 0.0, 0.0]",0.975,0.0,0.025,0.0,0.0,0.0,0.41083000000000003,-0.9939
"[0.95, 0.0, 0.025, 0.0, 0.0, 0.025]",0.95,0.0,0.025,0.0,0.0,0.025,0.41012,-0.976
"[0.925, 0.0, 0.025, 0.0, 0.0, 0.05]",0.925,0.0,0.025,0.0,0.0,0.05,0.41013,-0.9586
"[0.9, 0.0, 0.025, 0.0, 0.0, 0.075]",0.9,0.0,0.025,0.0,0.0,0.075,0.41033000000000003,-0.9407
"[0.875, 0.0, 0.025, 0.0, 0.0, 0.1]",0.875,0.0,0.025,0.0,0.0,0.1,0.41057,-0.9233
"[0.825, 0.0, 0.025, 0.0, 0.0, 0.15]",0.825,0.0,0.025,0.0,0.0,0.15,0.41178,-0.888
"[0.95, 0.0, 0.025, 0.0, 0.025, 0.0]",0.95,0.0,0.025,0.0,0.025,0.0,0.41059,-1.1122
"[0.925, 0.0, 0.025, 0.0, 0.025, 0.025]",0.925,0.0,0.025,0.0,0.025,0.025,0.41046,-1.0948
"[0.9, 0.0, 0.025, 0.0, 0.025, 0.05]",0.9,0.0,0.025,0.0,0.025,0.05,0.41051000000000004,-1.0774
"[0.875, 0.0, 0.025, 0.0, 0.025, 0.075]",0.875,0.0,0.025,0.0,0.025,0.075,0.41069,-1.0594999999999999
"[0.85, 0.0, 0.025, 0.0, 0.025, 0.1]",0.85,0.0,0.025,0.0,0.025,0.1,0.41096,-1.0421
"[0.8, 0.0, 0.025, 0.0, 0.025, 0.15]",0.8,0.0,0.025,0.0,0.025,0.15,0.41195000000000004,-1.0068
"[0.925, 0.0, 0.025, 0.0, 0.05, 0.0]",0.925,0.0,0.025,0.0,0.05,0.0,0.41093,-1.231
"[0.9, 0.0, 0.025, 0.0, 0.05, 0.025]",0.9,0.0,0.025,0.0,0.05,0.025,0.41084,-1.2136
"[0.875, 0.0, 0.025, 0.0, 0.05, 0.05]",0.875,0.0,0.025,0.0,0.05,0.05,0.4109,-1.1957
"[0.85, 0.0, 0.025, 0.0, 0.05, 0.075]",0.85,0.0,0.025,0.0,0.05,0.075,0.4111,-1.1783000000000001
"[0.825, 0.0, 0.025, 0.0, 0.05, 0.1]",0.825,0.0,0.025,0.0,0.05,0.1,0.41132,-1.1608999999999998
"[0.775, 0.0, 0.025, 0.0, 0.05, 0.15]",0.775,0.0,0.025,0.0,0.05,0.15,0.41239,-1.1256
"[0.9, 0.0, 0.025, 0.0, 0.075, 0.0]",0.9,0.0,0.025,0.0,0.075,0.0,0.41134,-1.3498
"[0.875, 0.0, 0.025, 0.0, 0.075, 0.025]",0.875,0.0,0.025,0.0,0.075,0.025,0.41125,-1.3323999999999998
"[0.85, 0.0, 0.025, 0.0, 0.075, 0.05]",0.85,0.0,0.025,0.0,0.075,0.05,0.41130999999999995,-1.3145000000000002
"[0.825, 0.0, 0.025, 0.0, 0.075, 0.075]",0.825,0.0,0.025,0.0,0.075,0.075,0.41151,-1.2971
"[0.8, 0.0, 0.025, 0.0, 0.075, 0.1]",0.8,0.0,0.025,0.0,0.075,0.1,0.41178000000000003,-1.2797
"[0.75, 0.0, 0.025, 0.0, 0.075, 0.15]",0.75,0.0,0.025,0.0,0.075,0.15,0.41287,-1.2446
"[0.875, 0.0, 0.025, 0.0, 0.1, 0.0]",0.875,0.0,0.025,0.0,0.1,0.0,0.41175,-1.4688
"[0.85, 0.0, 0.025, 0.0, 0.1, 0.025]",0.85,0.0,0.025,0.0,0.1,0.025,0.41166,-1.4514
"[0.825, 0.0, 0.025, 0.0, 0.1, 0.05]",0.825,0.0,0.025,0.0,0.1,0.05,0.41172,-1.4335000000000002
"[0.8, 0.0, 0.025, 0.0, 0.1, 0.075]",0.8,0.0,0.025,0.0,0.1,0.075,0.41197,-1.4161
"[0.775, 0.0, 0.025, 0.0, 0.1, 0.1]",0.775,0.0,0.025,0.0,0.1,0.1,0.41226,-1.3982
"[0.725, 0.0, 0.025, 0.0, 0.1, 0.15]",0.725,0.0,0.025,0.0,0.1,0.15,0.4134,-1.3631
"[0.825, 0.0, 0.025, 0.0, 0.15, 0.0]",0.825,0.0,0.025,0.0,0.15,0.0,0.41264,-1.7064000000000004
"[0.8, 0.0, 0.025, 0.0, 0.15, 0.025]",0.8,0.0,0.025,0.0,0.15,0.025,0.41261000000000003,-1.689
"[0.775, 0.0, 0.025, 0.0, 0.15, 0.05]",0.775,0.0,0.025,0.0,0.15,0.05,0.41266,-1.6710999999999998
"[0.75, 0.0, 0.025, 0.0, 0.15, 0.075]",0.75,0.0,0.025,0.0,0.15,0.075,0.41291,-1.6534
"[0.725, 0.0, 0.025, 0.0, 0.15, 0.1]",0.725,0.0,0.025,0.0,0.15,0.1,0.41325,-1.6354999999999997
"[0.675, 0.0, 0.025, 0.0, 0.15, 0.15]",0.675,0.0,0.025,0.0,0.15,0.15,0.41447,-1.6002
"[0.95, 0.0, 0.025, 0.025, 0.0, 0.0]",0.95,0.0,0.025,0.025,0.0,0.0,0.41295,-1.2791000000000001
"[0.925, 0.0, 0.025, 0.025, 0.0, 0.025]",0.925,0.0,0.025,0.025,0.0,0.025,0.41239,-1.2611999999999999
"[0.9, 0.0, 0.025, 0.025, 0.0, 0.05]",0.9,0.0,0.025,0.025,0.0,0.05,0.41245,-1.2438
"[0.875, 0.0, 0.025, 0.025, 0.0, 0.075]",0.875,0.0,0.025,0.025,0.0,0.075,0.41262,-1.2259
"[0.85, 0.0, 0.025, 0.025, 0.0, 0.1]",0.85,0.0,0.025,0.025,0.0,0.1,0.41286,-1.2085
"[0.8, 0.0, 0.025, 0.025, 0.0, 0.15]",0.8,0.0,0.025,0.025,0.0,0.15,0.41403,-1.1732
"[0.925, 0.0, 0.025, 0.025, 0.025, 0.0]",0.925,0.0,0.025,0.025,0.025,0.0,0.41283000000000003,-1.3979
"[0.9, 0.0, 0.025, 0.025, 0.025, 0.025]",0.9,0.0,0.025,0.025,0.025,0.025,0.4128,-1.38
"[0.875, 0.0, 0.025, 0.025, 0.025, 0.05]",0.875,0.0,0.025,0.025,0.025,0.05,0.41283000000000003,-1.3625999999999998
"[0.85, 0.0, 0.025, 0.025, 0.025, 0.075]",0.85,0.0,0.025,0.025,0.025,0.075,0.41303,-1.3447
"[0.825, 0.0, 0.025, 0.025, 0.025, 0.1]",0.825,0.0,0.025,0.025,0.025,0.1,0.41334,-1.3273000000000001
"[0.775, 0.0, 0.025, 0.025, 0.025, 0.15]",0.775,0.0,0.025,0.025,0.025,0.15,0.41451,-1.2917
"[0.9, 0.0, 0.025, 0.025, 0.05, 0.0]",0.9,0.0,0.025,0.025,0.05,0.0,0.41324,-1.5167000000000002
"[0.875, 0.0, 0.025, 0.025, 0.05, 0.025]",0.875,0.0,0.025,0.025,0.05,0.025,0.41315,-1.4988000000000001
"[0.85, 0.0, 0.025, 0.025, 0.05, 0.05]",0.85,0.0,0.025,0.025,0.05,0.05,0.41325999999999996,-1.4813999999999998
"[0.825, 0.0, 0.025, 0.025, 0.05, 0.075]",0.825,0.0,0.025,0.025,0.05,0.075,0.41346,-1.4635000000000002
"[0.8, 0.0, 0.025, 0.025, 0.05, 0.1]",0.8,0.0,0.025,0.025,0.05,0.1,0.41376999999999997,-1.4458000000000002
"[0.75, 0.0, 0.025, 0.025, 0.05, 0.15]",0.75,0.0,0.025,0.025,0.05,0.15,0.41501,-1.4105
"[0.875, 0.0, 0.025, 0.025, 0.075, 0.0]",0.875,0.0,0.025,0.025,0.075,0.0,0.41367,-1.6351999999999998
"[0.85, 0.0, 0.025, 0.025, 0.075, 0.025]",0.85,0.0,0.025,0.025,0.075,0.025,0.41361,-1.6178000000000001
"[0.825, 0.0, 0.025, 0.025, 0.075, 0.05]",0.825,0.0,0.025,0.025,0.075,0.05,0.41369,-1.6004
"[0.8, 0.0, 0.025, 0.025, 0.075, 0.075]",0.8,0.0,0.025,0.025,0.075,0.075,0.41389,-1.5822
"[0.775, 0.0, 0.025, 0.025, 0.075, 0.1]",0.775,0.0,0.025,0.025,0.075,0.1,0.4143,-1.5648
"[0.725, 0.0, 0.025, 0.025, 0.075, 0.15]",0.725,0.0,0.025,0.025,0.075,0.15,0.41549,-1.5294999999999999
"[0.85, 0.0, 0.025, 0.025, 0.1, 0.0]",0.85,0.0,0.025,0.025,0.1,0.0,0.41415,-1.754
"[0.825, 0.0, 0.025, 0.025, 0.1, 0.025]",0.825,0.0,0.025,0.025,0.1,0.025,0.41407000000000005,-1.7363
"[0.8, 0.0, 0.025, 0.025, 0.1, 0.05]",0.8,0.0,0.025,0.025,0.1,0.05,0.41412,-1.7189
"[0.775, 0.0, 0.025, 0.025, 0.1, 0.075]",0.775,0.0,0.025,0.025,0.1,0.075,0.41439000000000004,-1.701
"[0.75, 0.0, 0.025, 0.025, 0.1, 0.1]",0.75,0.0,0.025,0.025,0.1,0.1,0.41480000000000006,-1.6835999999999998
"[0.7, 0.0, 0.025, 0.025, 0.1, 0.15]",0.7,0.0,0.025,0.025,0.1,0.15,0.41596999999999995,-1.6482999999999999
"[0.8, 0.0, 0.025, 0.025, 0.15, 0.0]",0.8,0.0,0.025,0.025,0.15,0.0,0.41511,-1.9913
"[0.775, 0.0, 0.025, 0.025, 0.15, 0.025]",0.775,0.0,0.025,0.025,0.15,0.025,0.41505,-1.9739000000000002
"[0.75, 0.0, 0.025, 0.025, 0.15, 0.05]",0.75,0.0,0.025,0.025,0.15,0.05,0.41513,-1.956
"[0.725, 0.0, 0.025, 0.025, 0.15, 0.075]",0.725,0.0,0.025,0.025,0.15,0.075,0.41542,-1.9386
"[0.7, 0.0, 0.025, 0.025, 0.15, 0.1]",0.7,0.0,0.025,0.025,0.15,0.1,0.41583,-1.9207
"[0.65, 0.0, 0.025, 0.025, 0.15, 0.15]",0.65,0.0,0.025,0.025,0.15,0.15,0.41708,-1.8859000000000001
"[0.925, 0.0, 0.025, 0.05, 0.0, 0.0]",0.925,0.0,0.025,0.05,0.0,0.0,0.41561,-1.5643000000000002
"[0.9, 0.0, 0.025, 0.05, 0.0, 0.025]",0.9,0.0,0.025,0.05,0.0,0.025,0.4152,-1.5464
"[0.875, 0.0, 0.025, 0.05, 0.0, 0.05]",0.875,0.0,0.025,0.05,0.0,0.05,0.41528,-1.529
"[0.85, 0.0, 0.025, 0.05, 0.0, 0.075]",0.85,0.0,0.025,0.05,0.0,0.075,0.41559999999999997,-1.5108000000000001
"[0.825, 0.0, 0.025, 0.05, 0.0, 0.1]",0.825,0.0,0.025,0.05,0.0,0.1,0.41596,-1.4933999999999998
"[0.775, 0.0, 0.025, 0.05, 0.0, 0.15]",0.775,0.0,0.025,0.05,0.0,0.15,0.41713,-1.4581
"[0.9, 0.0, 0.025, 0.05, 0.025, 0.0]",0.9,0.0,0.025,0.05,0.025,0.0,0.41564,-1.6831
"[0.875, 0.0, 0.025, 0.05, 0.025, 0.025]",0.875,0.0,0.025,0.05,0.025,0.025,0.41562999999999994,-1.6649
"[0.85, 0.0, 0.025, 0.05, 0.025, 0.05]",0.85,0.0,0.025,0.05,0.025,0.05,0.41576,-1.6475
"[0.825, 0.0, 0.025, 0.05, 0.025, 0.075]",0.825,0.0,0.025,0.05,0.025,0.075,0.41605000000000003,-1.6296000000000002
"[0.8, 0.0, 0.025, 0.05, 0.025, 0.1]",0.8,0.0,0.025,0.05,0.025,0.1,0.41644000000000003,-1.6122
"[0.75, 0.0, 0.025, 0.05, 0.025, 0.15]",0.75,0.0,0.025,0.05,0.025,0.15,0.41764,-1.5769
"[0.875, 0.0, 0.025, 0.05, 0.05, 0.0]",0.875,0.0,0.025,0.05,0.05,0.0,0.41608999999999996,-1.8017999999999998
"[0.85, 0.0, 0.025, 0.05, 0.05, 0.025]",0.85,0.0,0.025,0.05,0.05,0.025,0.41606,-1.7839
"[0.825, 0.0, 0.025, 0.05, 0.05, 0.05]",0.825,0.0,0.025,0.05,0.05,0.05,0.41620999999999997,-1.7665
"[0.8, 0.0, 0.025, 0.05, 0.05, 0.075]",0.8,0.0,0.025,0.05,0.05,0.075,0.41648,-1.7486000000000002
"[0.775, 0.0, 0.025, 0.05, 0.05, 0.1]",0.775,0.0,0.025,0.05,0.05,0.1,0.41694,-1.7312
"[0.725, 0.0, 0.025, 0.05, 0.05, 0.15]",0.725,0.0,0.025,0.05,0.05,0.15,0.41813999999999996,-1.6959
"[0.85, 0.0, 0.025, 0.05, 0.075, 0.0]",0.85,0.0,0.025,0.05,0.075,0.0,0.41657,-1.9205999999999999
"[0.825, 0.0, 0.025, 0.05, 0.075, 0.025]",0.825,0.0,0.025,0.05,0.075,0.025,0.41651,-1.9027000000000003
"[0.8, 0.0, 0.025, 0.05, 0.075, 0.05]",0.8,0.0,0.025,0.05,0.075,0.05,0.41666000000000003,-1.8853
"[0.775, 0.0, 0.025, 0.05, 0.075, 0.075]",0.775,0.0,0.025,0.05,0.075,0.075,0.417,-1.8674
"[0.75, 0.0, 0.025, 0.05, 0.075, 0.1]",0.75,0.0,0.025,0.05,0.075,0.1,0.41742,-1.85
"[0.7, 0.0, 0.025, 0.05, 0.075, 0.15]",0.7,0.0,0.025,0.05,0.075,0.15,0.41864,-1.8147000000000002
"[0.825, 0.0, 0.025, 0.05, 0.1, 0.0]",0.825,0.0,0.025,0.05,0.1,0.0,0.41705000000000003,-2.0394
"[0.8, 0.0, 0.025, 0.05, 0.1, 0.025]",0.8,0.0,0.025,0.05,0.1,0.025,0.41703999999999997,-2.0215
"[0.775, 0.0, 0.025, 0.05, 0.1, 0.05]",0.775,0.0,0.025,0.05,0.1,0.05,0.41716000000000003,-2.0041
"[0.75, 0.0, 0.025, 0.05, 0.1, 0.075]",0.75,0.0,0.025,0.05,0.1,0.075,0.41752999999999996,-1.9862
"[0.725, 0.0, 0.025, 0.05, 0.1, 0.1]",0.725,0.0,0.025,0.05,0.1,0.1,0.41794,-1.9688
"[0.675, 0.0, 0.025, 0.05, 0.1, 0.15]",0.675,0.0,0.025,0.05,0.1,0.15,0.41917000000000004,-1.9335000000000002
"[0.775, 0.0, 0.025, 0.05, 0.15, 0.0]",0.775,0.0,0.025,0.05,0.15,0.0,0.41808,-2.2765000000000004
"[0.75, 0.0, 0.025, 0.05, 0.15, 0.025]",0.75,0.0,0.025,0.05,0.15,0.025,0.41809,-2.2591
"[0.725, 0.0, 0.025, 0.05, 0.15, 0.05]",0.725,0.0,0.025,0.05,0.15,0.05,0.41823999999999995,-2.2417
"[0.7, 0.0, 0.025, 0.05, 0.15, 0.075]",0.7,0.0,0.025,0.05,0.15,0.075,0.41858,-2.2238
"[0.675, 0.0, 0.025, 0.05, 0.15, 0.1]",0.675,0.0,0.025,0.05,0.15,0.1,0.41907,-2.2064000000000004
"[0.625, 0.0, 0.025, 0.05, 0.15, 0.15]",0.625,0.0,0.025,0.05,0.15,0.15,0.4203,-2.1711
"[0.9, 0.0, 0.025, 0.075, 0.0, 0.0]",0.9,0.0,0.025,0.075,0.0,0.0,0.41885,-1.8492
"[0.875, 0.0, 0.025, 0.075, 0.0, 0.025]",0.875,0.0,0.025,0.075,0.0,0.025,0.41856,-1.8313
"[0.85, 0.0, 0.025, 0.075, 0.0, 0.05]",0.85,0.0,0.025,0.075,0.0,0.05,0.41876,-1.8139
"[0.825, 0.0, 0.025, 0.075, 0.0, 0.075]",0.825,0.0,0.025,0.075,0.0,0.075,0.41906,-1.796
"[0.8, 0.0, 0.025, 0.075, 0.0, 0.1]",0.8,0.0,0.025,0.075,0.0,0.1,0.41952,-1.7786000000000002
"[0.75, 0.0, 0.025, 0.075, 0.0, 0.15]",0.75,0.0,0.025,0.075,0.0,0.15,0.4207,-1.7433000000000003
"[0.875, 0.0, 0.025, 0.075, 0.025, 0.0]",0.875,0.0,0.025,0.075,0.025,0.0,0.41905000000000003,-1.9682000000000002
"[0.85, 0.0, 0.025, 0.075, 0.025, 0.025]",0.85,0.0,0.025,0.075,0.025,0.025,0.41903999999999997,-1.9503
"[0.825, 0.0, 0.025, 0.075, 0.025, 0.05]",0.825,0.0,0.025,0.075,0.025,0.05,0.41924,-1.9329
"[0.8, 0.0, 0.025, 0.075, 0.025, 0.075]",0.8,0.0,0.025,0.075,0.025,0.075,0.41958,-1.915
"[0.775, 0.0, 0.025, 0.075, 0.025, 0.1]",0.775,0.0,0.025,0.075,0.025,0.1,0.41996999999999995,-1.8976
"[0.725, 0.0, 0.025, 0.075, 0.025, 0.15]",0.725,0.0,0.025,0.075,0.025,0.15,0.42123,-1.8622999999999998
"[0.85, 0.0, 0.025, 0.075, 0.05, 0.0]",0.85,0.0,0.025,0.075,0.05,0.0,0.4195,-2.0869999999999997
"[0.825, 0.0, 0.025, 0.075, 0.05, 0.025]",0.825,0.0,0.025,0.075,0.05,0.025,0.41956000000000004,-2.0691
"[0.8, 0.0, 0.025, 0.075, 0.05, 0.05]",0.8,0.0,0.025,0.075,0.05,0.05,0.41976,-2.0517
"[0.775, 0.0, 0.025, 0.075, 0.05, 0.075]",0.775,0.0,0.025,0.075,0.05,0.075,0.42006,-2.0338000000000003
"[0.75, 0.0, 0.025, 0.075, 0.05, 0.1]",0.75,0.0,0.025,0.075,0.05,0.1,0.42052,-2.0164
"[0.7, 0.0, 0.025, 0.075, 0.05, 0.15]",0.7,0.0,0.025,0.075,0.05,0.15,0.42173,-1.9810999999999999
"[0.825, 0.0, 0.025, 0.075, 0.075, 0.0]",0.825,0.0,0.025,0.075,0.075,0.0,0.42005000000000003,-2.2058000000000004
"[0.8, 0.0, 0.025, 0.075, 0.075, 0.025]",0.8,0.0,0.025,0.075,0.075,0.025,0.42011,-2.1879
"[0.775, 0.0, 0.025, 0.075, 0.075, 0.05]",0.775,0.0,0.025,0.075,0.075,0.05,0.42031,-2.1704999999999997
"[0.75, 0.0, 0.025, 0.075, 0.075, 0.075]",0.75,0.0,0.025,0.075,0.075,0.075,0.42057999999999995,-2.1526
"[0.725, 0.0, 0.025, 0.075, 0.075, 0.1]",0.725,0.0,0.025,0.075,0.075,0.1,0.42103999999999997,-2.1351999999999998
"[0.675, 0.0, 0.025, 0.075, 0.075, 0.15]",0.675,0.0,0.025,0.075,0.075,0.15,0.42228,-2.0999
"[0.8, 0.0, 0.025, 0.075, 0.1, 0.0]",0.8,0.0,0.025,0.075,0.1,0.0,0.42057,-2.3245999999999998
"[0.775, 0.0, 0.025, 0.075, 0.1, 0.025]",0.775,0.0,0.025,0.075,0.1,0.025,0.42062999999999995,-2.3067
"[0.75, 0.0, 0.025, 0.075, 0.1, 0.05]",0.75,0.0,0.025,0.075,0.1,0.05,0.42086,-2.2893000000000003
"[0.725, 0.0, 0.025, 0.075, 0.1, 0.075]",0.725,0.0,0.025,0.075,0.1,0.075,0.42113,-2.2714000000000003
"[0.7, 0.0, 0.025, 0.075, 0.1, 0.1]",0.7,0.0,0.025,0.075,0.1,0.1,0.42157,-2.254
"[0.65, 0.0, 0.025, 0.075, 0.1, 0.15]",0.65,0.0,0.025,0.075,0.1,0.15,0.42281,-2.2184000000000004
"[0.75, 0.0, 0.025, 0.075, 0.15, 0.0]",0.75,0.0,0.025,0.075,0.15,0.0,0.42169,-2.5622
"[0.725, 0.0, 0.025, 0.075, 0.15, 0.025]",0.725,0.0,0.025,0.075,0.15,0.025,0.42174999999999996,-2.5443000000000002
"[0.7, 0.0, 0.025, 0.075, 0.15, 0.05]",0.7,0.0,0.025,0.075,0.15,0.05,0.42193,-2.5269
"[0.675, 0.0, 0.025, 0.075, 0.15, 0.075]",0.675,0.0,0.025,0.075,0.15,0.075,0.42228,-2.5087
"[0.65, 0.0, 0.025, 0.075, 0.15, 0.1]",0.65,0.0,0.025,0.075,0.15,0.1,0.42274,-2.4913
"[0.6000000000000001, 0.0, 0.025, 0.075, 0.15, 0.15]",0.6000000000000001,0.0,0.025,0.075,0.15,0.15,0.42399,-2.456
"[0.875, 0.0, 0.025, 0.1, 0.0, 0.0]",0.875,0.0,0.025,0.1,0.0,0.0,0.42268,-2.1346
"[0.85, 0.0, 0.025, 0.1, 0.0, 0.025]",0.85,0.0,0.025,0.1,0.0,0.025,0.42257,-2.1167000000000002
"[0.825, 0.0, 0.025, 0.1, 0.0, 0.05]",0.825,0.0,0.025,0.1,0.0,0.05,0.42277,-2.0993
"[0.8, 0.0, 0.025, 0.1, 0.0, 0.075]",0.8,0.0,0.025,0.1,0.0,0.075,0.42312000000000005,-2.0819
"[0.775, 0.0, 0.025, 0.1, 0.0, 0.1]",0.775,0.0,0.025,0.1,0.0,0.1,0.42354,-2.064
"[0.725, 0.0, 0.025, 0.1, 0.0, 0.15]",0.725,0.0,0.025,0.1,0.0,0.15,0.42476,-2.0287
"[0.85, 0.0, 0.025, 0.1, 0.025, 0.0]",0.85,0.0,0.025,0.1,0.025,0.0,0.42305000000000004,-2.2534
"[0.825, 0.0, 0.025, 0.1, 0.025, 0.025]",0.825,0.0,0.025,0.1,0.025,0.025,0.42311,-2.2355
"[0.8, 0.0, 0.025, 0.1, 0.025, 0.05]",0.8,0.0,0.025,0.1,0.025,0.05,0.42332000000000003,-2.2181
"[0.775, 0.0, 0.025, 0.1, 0.025, 0.075]",0.775,0.0,0.025,0.1,0.025,0.075,0.42362,-2.2001999999999997
"[0.75, 0.0, 0.025, 0.1, 0.025, 0.1]",0.75,0.0,0.025,0.1,0.025,0.1,0.42404,-2.1828000000000003
"[0.7, 0.0, 0.025, 0.1, 0.025, 0.15]",0.7,0.0,0.025,0.1,0.025,0.15,0.42528999999999995,-2.1471999999999998
"[0.825, 0.0, 0.025, 0.1, 0.05, 0.0]",0.825,0.0,0.025,0.1,0.05,0.0,0.42357,-2.3722
"[0.8, 0.0, 0.025, 0.1, 0.05, 0.025]",0.8,0.0,0.025,0.1,0.05,0.025,0.42361000000000004,-2.3543
"[0.775, 0.0, 0.025, 0.1, 0.05, 0.05]",0.775,0.0,0.025,0.1,0.05,0.05,0.42379,-2.3369
"[0.75, 0.0, 0.025, 0.1, 0.05, 0.075]",0.75,0.0,0.025,0.1,0.05,0.075,0.42414,-2.319
"[0.725, 0.0, 0.025, 0.1, 0.05, 0.1]",0.725,0.0,0.025,0.1,0.05,0.1,0.42459,-2.3013000000000003
"[0.675, 0.0, 0.025, 0.1, 0.05, 0.15]",0.675,0.0,0.025,0.1,0.05,0.15,0.42584,-2.266
"[0.8, 0.0, 0.025, 0.1, 0.075, 0.0]",0.8,0.0,0.025,0.1,0.075,0.0,0.42411,-2.491
"[0.775, 0.0, 0.025, 0.1, 0.075, 0.025]",0.775,0.0,0.025,0.1,0.075,0.025,0.42418,-2.4731
"[0.75, 0.0, 0.025, 0.1, 0.075, 0.05]",0.75,0.0,0.025,0.1,0.075,0.05,0.42435999999999996,-2.4557
"[0.725, 0.0, 0.025, 0.1, 0.075, 0.075]",0.725,0.0,0.025,0.1,0.075,0.075,0.42469,-2.4375
"[0.7, 0.0, 0.025, 0.1, 0.075, 0.1]",0.7,0.0,0.025,0.1,0.075,0.1,0.42516,-2.4201
"[0.65, 0.0, 0.025, 0.1, 0.075, 0.15]",0.65,0.0,0.025,0.1,0.075,0.15,0.42639,-2.3848000000000003
"[0.775, 0.0, 0.025, 0.1, 0.1, 0.0]",0.775,0.0,0.025,0.1,0.1,0.0,0.42469,-2.6098000000000003
"[0.75, 0.0, 0.025, 0.1, 0.1, 0.025]",0.75,0.0,0.025,0.1,0.1,0.025,0.42472,-2.5916
"[0.725, 0.0, 0.025, 0.1, 0.1, 0.05]",0.725,0.0,0.025,0.1,0.1,0.05,0.42493000000000003,-2.5742000000000003
"[0.7, 0.0, 0.025, 0.1, 0.1, 0.075]",0.7,0.0,0.025,0.1,0.1,0.075,0.42525999999999997,-2.5563000000000002
"[0.675, 0.0, 0.025, 0.1, 0.1, 0.1]",0.675,0.0,0.025,0.1,0.1,0.1,0.42571000000000003,-2.5389
"[0.625, 0.0, 0.025, 0.1, 0.1, 0.15]",0.625,0.0,0.025,0.1,0.1,0.15,0.42694,-2.5036
"[0.725, 0.0, 0.025, 0.1, 0.15, 0.0]",0.725,0.0,0.025,0.1,0.15,0.0,0.42606,-2.8471
"[0.7, 0.0, 0.025, 0.1, 0.15, 0.025]",0.7,0.0,0.025,0.1,0.15,0.025,0.42591,-2.8292
"[0.675, 0.0, 0.025, 0.1, 0.15, 0.05]",0.675,0.0,0.025,0.1,0.15,0.05,0.42612,-2.8118000000000003
"[0.65, 0.0, 0.025, 0.1, 0.15, 0.075]",0.65,0.0,0.025,0.1,0.15,0.075,0.42645,-2.7939
"[0.625, 0.0, 0.025, 0.1, 0.15, 0.1]",0.625,0.0,0.025,0.1,0.15,0.1,0.4269,-2.7765000000000004
"[0.825, 0.0, 0.025, 0.15, 0.0, 0.0]",0.825,0.0,0.025,0.15,0.0,0.0,0.43251,-2.7047000000000003
